model,n,score,rank
ecfp_rf,116,0.9378730330982095,1.0
lgbm_basic,116,0.9327183939229517,2.0
lgbm_advanced,116,0.9316332067281606,3.0
ecfp_linear,116,0.9294628323385783,4.0
torch_mlp_advanced,116,0.8906673901247966,5.0
torch_mlp_basic,116,0.8423765599565926,6.0
