task_type,metric,model,scenario,fraction,n,mean_degradation,median_degradation,std_degradation,ci95_low,ci95_high,positive_rate,expected_direction,p_expected_direction,q_expected_direction,supports_expected
classification,pr_auc,rf,cliffs,0.1,81,0.003317755879186125,0.0005091032192148237,0.01471154097545317,0.00011390917786521229,0.006521602580507038,0.5308641975308642,degrade,0.036716489697576404,0.039667976007670976,True
classification,pr_auc,rf,cliffs,0.2,81,0.001647832620235243,0.00015169871476938823,0.01676769714381367,-0.0020037992021952893,0.005299464442665776,0.5308641975308642,degrade,0.06741625313986645,0.07168310460441496,False
classification,pr_auc,rf,cliffs,0.5,81,0.006906919484558047,0.0018404830191747212,0.024047664326070098,0.00166987258688056,0.012143966382235534,0.691358024691358,degrade,0.0004041424209775903,0.0005163188344048302,True
classification,pr_auc,rf,cliffs,1.0,81,0.015548280365553033,0.005145668751881938,0.03350732559367102,0.0082511294584869,0.022845431272619166,0.8271604938271605,degrade,8.361693682632574e-09,1.5352617909095874e-08,True
classification,pr_auc,rf,conflicts,0.01,81,-4.145984904486e-05,0.0006390390937558443,0.013427020767420746,-0.0029655665939498223,0.0028826468958601027,0.6049382716049383,degrade,0.1495940664420145,0.15371133432573966,False
classification,pr_auc,rf,conflicts,0.02,81,0.0024995916449870926,0.002510003987743592,0.018554144204582953,-0.0015410886484554169,0.006540271938429602,0.6666666666666666,degrade,0.0014731800461859263,0.0017934365779654754,True
classification,pr_auc,rf,conflicts,0.05,81,0.005047924007430866,0.004305427756492786,0.019276704890356176,0.0008498860535310765,0.009245961961330656,0.7407407407407407,degrade,3.572048189692671e-05,4.9391283610565326e-05,True
classification,pr_auc,rf,conflicts,0.1,81,0.01069352136073455,0.006825903060429017,0.018394518676925795,0.006687603959981823,0.014699438761487278,0.8518518518518519,degrade,3.839713090760229e-08,6.754678526154121e-08,True
classification,pr_auc,rf,conflicts,0.2,81,0.0188947799271359,0.0166080866900854,0.02839659662672874,0.012710632217314975,0.025078927636956825,0.9012345679012346,degrade,8.014246433163258e-10,1.6028492866326516e-09,True
classification,pr_auc,rf,conflicts,0.5,81,0.043847812673701726,0.040912938291941536,0.03943646693532022,0.03525942654112088,0.05243619880628257,0.9012345679012346,degrade,5.914740546489824e-12,1.5287329412466005e-11,True
classification,pr_auc,rf,conflicts,1.0,81,0.3231854809797395,0.38581480214357566,0.15263615431782607,0.2899447184838574,0.3564262434756216,1.0,degrade,2.6813131325564844e-15,3.1699809871514794e-14,True
classification,pr_auc,rf,contamination,0.01,81,-0.013505652883917715,-0.002612561283510617,0.04364593335313175,-0.02301076725859974,-0.00400053850923569,0.2222222222222222,inflate,5.6683844891466585e-08,9.919672856006653e-08,True
classification,pr_auc,rf,contamination,0.02,81,-0.02084065792746813,-0.00508737158772371,0.050980946990784946,-0.03194317527212796,-0.009738140582808297,0.1111111111111111,inflate,3.501070667843764e-12,9.486772132221813e-12,True
classification,pr_auc,rf,contamination,0.05,81,-0.03327321264765274,-0.0121043423011582,0.06106223612404823,-0.04657121073688991,-0.01997521455841557,0.08641975308641975,inflate,3.60983887724426e-14,2.3782467897138653e-13,True
classification,pr_auc,rf,contamination,0.1,81,-0.04598756923403109,-0.020217980233378285,0.07134189019645489,-0.061524247543481264,-0.030450890924580917,0.037037037037037035,inflate,1.463364645468288e-14,1.0461500444198825e-13,True
classification,pr_auc,rf,contamination,0.2,81,-0.07409527256973188,-0.04894524116155763,0.0831139866697266,-0.09219565188891678,-0.055994893250546976,0.0,inflate,2.6813131325564844e-15,3.1699809871514794e-14,True
classification,pr_auc,rf,contamination,0.5,81,-0.1395627174429097,-0.10468677891313782,0.12585875669965968,-0.1669719577908356,-0.11215347709498383,0.0,inflate,2.6813131325564844e-15,3.1699809871514794e-14,True
classification,pr_auc,rf,contamination,1.0,81,-0.19907793283407232,-0.15287834829310842,0.17758993805019876,-0.23775307489833783,-0.16040279076980682,0.0,inflate,2.6813131325564844e-15,3.1699809871514794e-14,True
