family,task_type,metric,model,scenario,fraction,n,mean_degradation,median_degradation,positive_rate
dti,classification,roc_auc,lgbm,random_label_noise,0.05,33,0.005619747293270551,0.00562700964630225,0.8484848484848485
dti,classification,roc_auc,lgbm,random_label_noise,0.1,33,0.010670156206238585,0.012657301726660575,0.9090909090909091
dti,classification,roc_auc,lgbm,random_label_noise,0.2,33,0.02320147085072426,0.023076152121140225,0.8787878787878788
dti,classification,roc_auc,lgbm,random_label_noise,0.5,33,0.09186929178630121,0.09024712023922765,1.0
dti,classification,roc_auc,lgbm,random_label_noise,1.0,33,0.34753900269416516,0.3848200031928481,0.9696969696969697
dti,classification,roc_auc,rf,cliffs,0.01,33,0.0015112427010288295,0.0,0.24242424242424243
dti,classification,roc_auc,rf,cliffs,0.02,33,0.003331342368576987,0.0,0.42424242424242425
dti,classification,roc_auc,rf,cliffs,0.05,33,0.002660534986685012,0.0,0.48484848484848486
dti,classification,roc_auc,rf,cliffs,0.1,33,0.00233679153644403,0.0,0.30303030303030304
dti,classification,roc_auc,rf,cliffs,0.2,33,4.7777740940376084e-05,-5.131707938599295e-05,0.36363636363636365
dti,classification,roc_auc,rf,cliffs,0.5,33,4.623231964308263e-05,0.0007046618659497517,0.7272727272727273
dti,classification,roc_auc,rf,cliffs,1.0,33,-0.004978961092966798,0.0005965083825482109,0.5757575757575758
dti,classification,roc_auc,rf,conflicts,0.01,33,-0.0008909405168145036,0.0004362735417152708,0.6060606060606061
dti,classification,roc_auc,rf,conflicts,0.02,33,0.004010563737155316,0.00151878289210583,0.7878787878787878
dti,classification,roc_auc,rf,conflicts,0.05,33,0.0018532054285999896,0.003839891049374211,0.7878787878787878
dti,classification,roc_auc,rf,conflicts,0.1,33,0.007050878079555915,0.005971588026382424,0.8484848484848485
dti,classification,roc_auc,rf,conflicts,0.2,33,0.01386974840700442,0.014226796548593823,0.9696969696969697
dti,classification,roc_auc,rf,conflicts,0.5,33,0.03579182295394327,0.036298852505808,0.9393939393939394
dti,classification,roc_auc,rf,conflicts,1.0,33,0.343328014616346,0.3419504506718399,1.0
dti,classification,roc_auc,rf,contamination,0.01,33,-0.02516074271208797,-0.003065262711565042,0.12121212121212122
dti,classification,roc_auc,rf,contamination,0.02,33,-0.03342448268313473,-0.006101392249774573,0.0
dti,classification,roc_auc,rf,contamination,0.05,33,-0.04505009342113448,-0.014236180376669516,0.030303030303030304
dti,classification,roc_auc,rf,contamination,0.1,33,-0.059036771467073944,-0.022357867213172566,0.0
dti,classification,roc_auc,rf,contamination,0.2,33,-0.07907531049472302,-0.05123795027904632,0.0
dti,classification,roc_auc,rf,contamination,0.5,33,-0.11505141589752507,-0.10561732838765214,0.0
dti,classification,roc_auc,rf,contamination,1.0,33,-0.14815644013963408,-0.1382104086845466,0.0
dti,classification,roc_auc,rf,random_label_noise,0.01,33,-0.0023208704031641015,0.0007703881745227958,0.6363636363636364
dti,classification,roc_auc,rf,random_label_noise,0.02,33,0.0014500090770774147,0.0020598680872652153,0.7272727272727273
dti,classification,roc_auc,rf,random_label_noise,0.05,33,0.0025308387011134634,0.003926539698243969,0.8484848484848485
dti,classification,roc_auc,rf,random_label_noise,0.1,33,0.006840808815629896,0.009201388274460043,0.9090909090909091
dti,classification,roc_auc,rf,random_label_noise,0.2,33,0.01597530811139933,0.01965564911398765,0.9090909090909091
dti,classification,roc_auc,rf,random_label_noise,0.5,33,0.0799011326915661,0.08614804471158077,0.9393939393939394
dti,classification,roc_auc,rf,random_label_noise,1.0,33,0.367319231852845,0.3812365287445675,1.0
dti,classification,roc_auc,torch_mlp,cliffs,0.01,33,-0.0025760561856878034,0.0,0.15151515151515152
dti,classification,roc_auc,torch_mlp,cliffs,0.02,33,-0.0007228180692584547,0.0,0.3333333333333333
dti,classification,roc_auc,torch_mlp,cliffs,0.05,33,-0.0016262202666791836,0.0,0.3333333333333333
dti,classification,roc_auc,torch_mlp,cliffs,0.1,33,-0.0028289926595600596,0.0,0.24242424242424243
dti,classification,roc_auc,torch_mlp,cliffs,0.2,33,-0.0012959186522621402,0.0,0.42424242424242425
dti,classification,roc_auc,torch_mlp,cliffs,0.5,33,0.0018766095367356952,0.0026613558122102754,0.6060606060606061
dti,classification,roc_auc,torch_mlp,cliffs,1.0,33,0.0059254084664317865,0.007912732994432403,0.696969696969697
dti,classification,roc_auc,torch_mlp,conflicts,0.01,33,0.008297386735206604,0.008720982423382706,0.8181818181818182
dti,classification,roc_auc,torch_mlp,conflicts,0.02,33,0.010786218044687742,0.012703100594265604,0.8181818181818182
dti,classification,roc_auc,torch_mlp,conflicts,0.05,33,0.01575691905565319,0.018057470898828365,0.8787878787878788
dti,classification,roc_auc,torch_mlp,conflicts,0.1,33,0.025270903962636624,0.0254921348054733,0.9393939393939394
dti,classification,roc_auc,torch_mlp,conflicts,0.2,33,0.04119600974820527,0.03905513283256923,1.0
dti,classification,roc_auc,torch_mlp,conflicts,0.5,33,0.09988458489839934,0.09921376117496794,1.0
dti,classification,roc_auc,torch_mlp,conflicts,1.0,33,0.299707378610939,0.36182950191570873,0.9393939393939394
dti,classification,roc_auc,torch_mlp,contamination,0.01,33,-0.020246573133101985,-0.00548733827979675,0.30303030303030304
dti,classification,roc_auc,torch_mlp,contamination,0.02,33,-0.0290735454153206,-0.006497120243101007,0.2727272727272727
dti,classification,roc_auc,torch_mlp,contamination,0.05,33,-0.050533105853349476,-0.02042330659694025,0.09090909090909091
dti,classification,roc_auc,torch_mlp,contamination,0.1,33,-0.06872222011820808,-0.03194643997445712,0.0
dti,classification,roc_auc,torch_mlp,contamination,0.2,33,-0.09766756950200299,-0.06430595466155797,0.0
dti,classification,roc_auc,torch_mlp,contamination,0.5,33,-0.14945666168251306,-0.11089378280047668,0.0
dti,classification,roc_auc,torch_mlp,contamination,1.0,33,-0.19553948194141083,-0.1427806754885862,0.0
dti,classification,roc_auc,torch_mlp,random_label_noise,0.01,33,0.0031809626200193855,0.001955997066230508,0.6666666666666666
dti,classification,roc_auc,torch_mlp,random_label_noise,0.02,33,0.002834828621472967,0.006435332753791045,0.6363636363636364
dti,classification,roc_auc,torch_mlp,random_label_noise,0.05,33,0.014662138884660458,0.012165092648639964,0.8787878787878788
dti,classification,roc_auc,torch_mlp,random_label_noise,0.1,33,0.03143896590813917,0.03308258995509028,0.9696969696969697
dti,classification,roc_auc,torch_mlp,random_label_noise,0.2,33,0.05295786910520217,0.060409221159728244,0.9393939393939394
dti,classification,roc_auc,torch_mlp,random_label_noise,0.5,33,0.1481000059913106,0.16297110349731703,0.9696969696969697
dti,classification,roc_auc,torch_mlp,random_label_noise,1.0,33,0.3115215871346115,0.3734263820470718,0.9696969696969697
dti,regression,mae,lgbm,cliffs,0.01,6,0.0005059469735549197,0.0,0.16666666666666666
dti,regression,mae,lgbm,cliffs,0.02,6,-0.004144582079200321,0.0,0.16666666666666666
dti,regression,mae,lgbm,cliffs,0.05,6,-0.0187138049886925,-0.02118885913793167,0.0
dti,regression,mae,lgbm,cliffs,0.1,6,-0.007563534013740473,-0.006005332074373038,0.0
dti,regression,mae,lgbm,cliffs,0.2,6,-0.00019128455438414496,0.0026554051596235917,0.6666666666666666
dti,regression,mae,lgbm,cliffs,0.5,6,-0.010122144337598579,-0.0064292531483072235,0.3333333333333333
dti,regression,mae,lgbm,cliffs,1.0,6,0.0021862457998954588,0.0037436397707998337,0.5
dti,regression,mae,lgbm,conflicts,0.01,6,0.006016087918927937,0.006540561837140246,0.6666666666666666
dti,regression,mae,lgbm,conflicts,0.02,6,0.003102093953190943,-0.006142494756741779,0.3333333333333333
dti,regression,mae,lgbm,conflicts,0.05,6,0.02080031299846104,0.020888160794886645,0.6666666666666666
dti,regression,mae,lgbm,conflicts,0.1,6,0.03551093837913003,0.03859352567495289,0.6666666666666666
dti,regression,mae,lgbm,conflicts,0.2,6,0.1061229220612473,0.08278384223755186,0.8333333333333334
dti,regression,mae,lgbm,conflicts,0.5,6,0.23555449521045876,0.23428511692371556,1.0
dti,regression,mae,lgbm,conflicts,1.0,6,0.3400055431339782,0.3121553362203725,1.0
dti,regression,mae,lgbm,contamination,0.01,6,-0.016819528003658935,-0.013909912299539973,0.0
dti,regression,mae,lgbm,contamination,0.02,6,-0.031326909547138536,-0.028224605650903012,0.0
dti,regression,mae,lgbm,contamination,0.05,6,-0.05699905019251369,-0.056436470615387924,0.0
dti,regression,mae,lgbm,contamination,0.1,6,-0.09991872039091403,-0.10031381948607077,0.0
dti,regression,mae,lgbm,contamination,0.2,6,-0.1787483979652713,-0.1690633497065877,0.0
dti,regression,mae,lgbm,contamination,0.5,6,-0.3536786119257184,-0.35901302282698727,0.0
dti,regression,mae,lgbm,contamination,1.0,6,-0.6442060978307333,-0.6442060978307333,0.0
dti,regression,mae,lgbm,random_label_noise,0.01,6,-0.013446968687601424,-0.015290005537724749,0.3333333333333333
dti,regression,mae,lgbm,random_label_noise,0.02,6,0.008601490237987508,0.01024335549596489,0.6666666666666666
dti,regression,mae,lgbm,random_label_noise,0.05,6,0.005267560089024441,0.006517583465560861,0.6666666666666666
dti,regression,mae,lgbm,random_label_noise,0.1,6,0.01794733471266367,0.0040365499622956325,0.5
dti,regression,mae,lgbm,random_label_noise,0.2,6,0.05932508465165931,0.06351214746826794,0.6666666666666666
dti,regression,mae,lgbm,random_label_noise,0.5,6,0.24589329721774633,0.2383157196206892,1.0
dti,regression,mae,lgbm,random_label_noise,1.0,6,0.6090006277198775,0.5946372205149875,1.0
dti,regression,mae,rf,cliffs,0.01,6,-6.0875560667768745e-05,0.0,0.16666666666666666
dti,regression,mae,rf,cliffs,0.02,6,0.0006339498885301239,0.0,0.16666666666666666
dti,regression,mae,rf,cliffs,0.05,6,0.00023111618749031373,-0.00046890242939667814,0.3333333333333333
dti,regression,mae,rf,cliffs,0.1,6,-0.001699546753965664,-0.003732552053373195,0.3333333333333333
dti,regression,mae,rf,cliffs,0.2,6,0.00033510799470034175,0.0007449828062802144,0.6666666666666666
dti,regression,mae,rf,cliffs,0.5,6,0.0029515132985409678,0.00204064752177735,0.5
dti,regression,mae,rf,cliffs,1.0,6,0.006506726693190967,0.008010118639018127,0.8333333333333334
dti,regression,mae,rf,conflicts,0.01,6,0.0030322322134426574,0.004404742821972341,0.6666666666666666
dti,regression,mae,rf,conflicts,0.02,6,0.009329170235082137,0.012182033412483695,0.6666666666666666
dti,regression,mae,rf,conflicts,0.05,6,0.017476848891302892,0.024568761662485672,0.8333333333333334
dti,regression,mae,rf,conflicts,0.1,6,0.022984317845818447,0.014355211764870313,0.8333333333333334
dti,regression,mae,rf,conflicts,0.2,6,0.09181735190189107,0.0695144060316284,1.0
dti,regression,mae,rf,conflicts,0.5,6,0.2625408602218227,0.2503176955506837,1.0
dti,regression,mae,rf,conflicts,1.0,6,0.43727978811874735,0.41241752883149063,1.0
dti,regression,mae,rf,contamination,0.01,6,-0.018935908313679046,-0.02003258926823992,0.0
dti,regression,mae,rf,contamination,0.02,6,-0.03512702811719626,-0.025094793923876035,0.0
dti,regression,mae,rf,contamination,0.05,6,-0.06504357631604567,-0.060115851045539515,0.0
dti,regression,mae,rf,contamination,0.1,6,-0.12109513391143172,-0.11864355020461503,0.0
dti,regression,mae,rf,contamination,0.2,6,-0.22263495519920432,-0.22688511122471466,0.0
dti,regression,mae,rf,contamination,0.5,6,-0.4670779651653402,-0.4521175558025688,0.0
dti,regression,mae,rf,contamination,1.0,6,-0.8369772780827036,-0.8340938680963704,0.0
dti,regression,mae,rf,random_label_noise,0.01,6,0.005569328139568748,0.009540567317630089,0.6666666666666666
dti,regression,mae,rf,random_label_noise,0.02,6,0.011819732335611066,0.012680913932466065,0.6666666666666666
dti,regression,mae,rf,random_label_noise,0.05,6,0.012612650838562112,0.010033938790935837,0.8333333333333334
dti,regression,mae,rf,random_label_noise,0.1,6,0.022089383720213074,0.006552768933926756,0.6666666666666666
dti,regression,mae,rf,random_label_noise,0.2,6,0.06285351599457327,0.07157480804238281,0.8333333333333334
dti,regression,mae,rf,random_label_noise,0.5,6,0.2027471840607575,0.19746776402804123,1.0
dti,regression,mae,rf,random_label_noise,1.0,6,0.5274554254493232,0.5278471273832661,1.0
dti,regression,mae,torch_mlp,cliffs,0.01,6,0.007920266865988864,0.0,0.16666666666666666
dti,regression,mae,torch_mlp,cliffs,0.02,6,-0.033625361900867144,0.0,0.0
dti,regression,mae,torch_mlp,cliffs,0.05,6,-0.0016731640289684064,0.0013359054177998209,0.5
dti,regression,mae,torch_mlp,cliffs,0.1,6,-0.03197127792413845,-0.026677051935758755,0.3333333333333333
dti,regression,mae,torch_mlp,cliffs,0.2,6,0.004168938998768172,0.033686020506752734,0.6666666666666666
dti,regression,mae,torch_mlp,cliffs,0.5,6,0.038749836461715,0.05642146200252984,0.6666666666666666
dti,regression,mae,torch_mlp,cliffs,1.0,6,0.07275524510638076,0.05099259144249779,0.8333333333333334
dti,regression,mae,torch_mlp,conflicts,0.01,6,-0.01630425711089878,0.009728900053434741,0.5
dti,regression,mae,torch_mlp,conflicts,0.02,6,-0.0013219608921642607,0.042416424248229,0.6666666666666666
dti,regression,mae,torch_mlp,conflicts,0.05,6,0.11778455924898823,0.11011316117322845,1.0
dti,regression,mae,torch_mlp,conflicts,0.1,6,0.14988344801081607,0.14762085874047548,1.0
dti,regression,mae,torch_mlp,conflicts,0.2,6,0.24464400699444014,0.256927534766377,1.0
dti,regression,mae,torch_mlp,conflicts,0.5,6,0.6891926749814844,0.6650020756189519,1.0
dti,regression,mae,torch_mlp,conflicts,1.0,6,1.0692224310901022,0.9894932017475969,1.0
dti,regression,mae,torch_mlp,contamination,0.01,6,-0.040355934853400166,-0.026731222950750144,0.3333333333333333
dti,regression,mae,torch_mlp,contamination,0.02,6,-0.10372215611581193,-0.054200649799572176,0.0
dti,regression,mae,torch_mlp,contamination,0.05,6,-0.11042671199291638,-0.07661586673929066,0.0
dti,regression,mae,torch_mlp,contamination,0.1,6,-0.2527005955041574,-0.25858196582615,0.0
dti,regression,mae,torch_mlp,contamination,0.2,6,-0.38530450395490345,-0.3276267702539747,0.0
dti,regression,mae,torch_mlp,contamination,0.5,6,-0.7821127008293706,-0.7464398978818552,0.0
dti,regression,mae,torch_mlp,contamination,1.0,6,-1.3769385569864772,-1.388760581799298,0.0
dti,regression,mae,torch_mlp,random_label_noise,0.01,6,0.002994140105501216,0.02653639820014897,0.6666666666666666
dti,regression,mae,torch_mlp,random_label_noise,0.02,6,0.00801109679063002,0.009621815714305648,0.5
dti,regression,mae,torch_mlp,random_label_noise,0.05,6,0.05923442336763748,0.07823931870696665,0.6666666666666666
dti,regression,mae,torch_mlp,random_label_noise,0.1,6,0.08957928776605872,0.10061536798046689,0.8333333333333334
dti,regression,mae,torch_mlp,random_label_noise,0.2,6,0.19822197408816314,0.24903184008030665,0.6666666666666666
dti,regression,mae,torch_mlp,random_label_noise,0.5,6,0.48005639615253576,0.5439250961827022,1.0
dti,regression,mae,torch_mlp,random_label_noise,1.0,6,0.8479178749112117,0.8648744534199578,1.0
dti,regression,rmse,lgbm,cliffs,0.01,6,0.0006726030769547142,0.0,0.16666666666666666
dti,regression,rmse,lgbm,cliffs,0.02,6,-0.005659992163814557,0.0,0.0
dti,regression,rmse,lgbm,cliffs,0.05,6,-0.021320951769934277,-0.0221682046302204,0.0
dti,regression,rmse,lgbm,cliffs,0.1,6,-0.01207040508509564,-0.012874421850250783,0.16666666666666666
dti,regression,rmse,lgbm,cliffs,0.2,6,-0.004194663755174892,-0.006229734422914968,0.3333333333333333
dti,regression,rmse,lgbm,cliffs,0.5,6,-0.016314197480534826,-0.014469561727298852,0.3333333333333333
dti,regression,rmse,lgbm,cliffs,1.0,6,0.0006753469817157113,-0.0032095153064780613,0.5
dti,regression,rmse,lgbm,conflicts,0.01,6,0.010177398116201442,0.010773118228938339,0.8333333333333334
dti,regression,rmse,lgbm,conflicts,0.02,6,-0.00273558772533955,-0.007742315334437699,0.3333333333333333
dti,regression,rmse,lgbm,conflicts,0.05,6,0.027830343095365584,0.016691264879318823,0.6666666666666666
dti,regression,rmse,lgbm,conflicts,0.1,6,0.040995528278666295,0.03569153427303684,1.0
dti,regression,rmse,lgbm,conflicts,0.2,6,0.12396525198574533,0.10867878195639336,0.8333333333333334
dti,regression,rmse,lgbm,conflicts,0.5,6,0.3057882580583998,0.2954551201381713,1.0
dti,regression,rmse,lgbm,conflicts,1.0,6,0.40695480237651344,0.35202657137176074,1.0
dti,regression,rmse,lgbm,contamination,0.01,6,-0.019738244080707457,-0.010112510352991988,0.0
dti,regression,rmse,lgbm,contamination,0.02,6,-0.030491942482961942,-0.022600131809647594,0.0
dti,regression,rmse,lgbm,contamination,0.05,6,-0.05618289861257068,-0.06041260609765442,0.0
dti,regression,rmse,lgbm,contamination,0.1,6,-0.09990480673065645,-0.09767833609660026,0.0
dti,regression,rmse,lgbm,contamination,0.2,6,-0.18216104138039058,-0.1755423474670288,0.0
dti,regression,rmse,lgbm,contamination,0.5,6,-0.360444935420459,-0.36127919676604814,0.0
dti,regression,rmse,lgbm,contamination,1.0,6,-0.7860563135740967,-0.7860563135740966,0.0
dti,regression,rmse,lgbm,random_label_noise,0.01,6,-0.01133931644909103,-0.018725532172226722,0.3333333333333333
dti,regression,rmse,lgbm,random_label_noise,0.02,6,0.005716320673338937,0.012518791930860473,0.6666666666666666
dti,regression,rmse,lgbm,random_label_noise,0.05,6,0.0037552436442735613,0.001718587168421437,0.5
dti,regression,rmse,lgbm,random_label_noise,0.1,6,0.02345361897015356,0.0068023381260740035,0.5
dti,regression,rmse,lgbm,random_label_noise,0.2,6,0.07640154897604534,0.08943357371229765,0.6666666666666666
dti,regression,rmse,lgbm,random_label_noise,0.5,6,0.2723801247300639,0.24863707518429812,1.0
dti,regression,rmse,lgbm,random_label_noise,1.0,6,0.690056483336089,0.6704219900091,1.0
dti,regression,rmse,rf,cliffs,0.01,6,-0.0002196572227820548,0.0,0.0
dti,regression,rmse,rf,cliffs,0.02,6,0.00015434610966654402,0.0,0.16666666666666666
dti,regression,rmse,rf,cliffs,0.05,6,-0.0021621358012551273,-0.00278597702491179,0.16666666666666666
dti,regression,rmse,rf,cliffs,0.1,6,-0.003701151026675009,-0.003912757714342074,0.16666666666666666
dti,regression,rmse,rf,cliffs,0.2,6,-0.003967069370728327,-0.0025614084294645068,0.3333333333333333
dti,regression,rmse,rf,cliffs,0.5,6,0.002444736020444408,0.002729630502703806,0.5
dti,regression,rmse,rf,cliffs,1.0,6,0.005760355602170179,0.006886346438746083,0.8333333333333334
dti,regression,rmse,rf,conflicts,0.01,6,0.0019599878615876123,-0.00187684043515568,0.3333333333333333
dti,regression,rmse,rf,conflicts,0.02,6,0.01178883635781188,0.014096586754897333,0.6666666666666666
dti,regression,rmse,rf,conflicts,0.05,6,0.027037324552164937,0.026172012544711798,0.8333333333333334
dti,regression,rmse,rf,conflicts,0.1,6,0.02578887683990283,0.02761570983449979,0.8333333333333334
dti,regression,rmse,rf,conflicts,0.2,6,0.09334478364130556,0.08256400737507708,0.8333333333333334
dti,regression,rmse,rf,conflicts,0.5,6,0.29918126604308176,0.3035874562129587,1.0
dti,regression,rmse,rf,conflicts,1.0,6,0.485298978390303,0.46132777668418434,1.0
dti,regression,rmse,rf,contamination,0.01,6,-0.020580320710138007,-0.019900902293892186,0.0
dti,regression,rmse,rf,contamination,0.02,6,-0.03468008445733058,-0.020487045911613544,0.0
dti,regression,rmse,rf,contamination,0.05,6,-0.061062692775653384,-0.06600247942385251,0.0
dti,regression,rmse,rf,contamination,0.1,6,-0.11440197139450566,-0.11344598074303036,0.0
dti,regression,rmse,rf,contamination,0.2,6,-0.21000420708520895,-0.21081220952029422,0.0
dti,regression,rmse,rf,contamination,0.5,6,-0.46755694344658055,-0.46654653126481643,0.0
dti,regression,rmse,rf,contamination,1.0,6,-1.038888810406845,-1.0346846556998133,0.0
dti,regression,rmse,rf,random_label_noise,0.01,6,0.005639448961136033,0.006710272301447051,0.6666666666666666
dti,regression,rmse,rf,random_label_noise,0.02,6,0.013489458631670023,0.01351632791162849,0.6666666666666666
dti,regression,rmse,rf,random_label_noise,0.05,6,0.010203775582722193,0.008732035515448322,0.8333333333333334
dti,regression,rmse,rf,random_label_noise,0.1,6,0.022951059957080983,0.009929147668220617,0.6666666666666666
dti,regression,rmse,rf,random_label_noise,0.2,6,0.07030975083446152,0.08050557936564606,0.8333333333333334
dti,regression,rmse,rf,random_label_noise,0.5,6,0.2225752117610027,0.226015444274137,1.0
dti,regression,rmse,rf,random_label_noise,1.0,6,0.5840104964587088,0.5786867759164308,1.0
dti,regression,rmse,torch_mlp,cliffs,0.01,6,0.006765675429229678,0.0,0.16666666666666666
dti,regression,rmse,torch_mlp,cliffs,0.02,6,-0.03366640417175496,0.0,0.0
dti,regression,rmse,torch_mlp,cliffs,0.05,6,-0.012744028540441654,-0.009665797342666593,0.3333333333333333
dti,regression,rmse,torch_mlp,cliffs,0.1,6,-0.028920820602298614,-0.03652056357872724,0.3333333333333333
dti,regression,rmse,torch_mlp,cliffs,0.2,6,0.010377945515370338,0.03189749345776316,0.6666666666666666
dti,regression,rmse,torch_mlp,cliffs,0.5,6,0.04758065943615697,0.06935948271166614,0.6666666666666666
dti,regression,rmse,torch_mlp,cliffs,1.0,6,0.10494982459561182,0.06992035411668807,0.6666666666666666
dti,regression,rmse,torch_mlp,conflicts,0.01,6,-0.026931659200882214,-0.008160088545444588,0.5
dti,regression,rmse,torch_mlp,conflicts,0.02,6,0.012387737679773228,0.05307977581793344,0.8333333333333334
dti,regression,rmse,torch_mlp,conflicts,0.05,6,0.1383177224050086,0.14838689634579982,1.0
dti,regression,rmse,torch_mlp,conflicts,0.1,6,0.20501096787326648,0.19483045569184387,1.0
dti,regression,rmse,torch_mlp,conflicts,0.2,6,0.33320066390203523,0.3604148734849624,1.0
dti,regression,rmse,torch_mlp,conflicts,0.5,6,0.8765874759949597,0.870407254498136,1.0
dti,regression,rmse,torch_mlp,conflicts,1.0,6,1.3453457593892695,1.2370071466781374,1.0
dti,regression,rmse,torch_mlp,contamination,0.01,6,-0.0316177729220903,-0.023809448060168714,0.3333333333333333
dti,regression,rmse,torch_mlp,contamination,0.02,6,-0.11896419523856465,-0.07716817642349205,0.16666666666666666
dti,regression,rmse,torch_mlp,contamination,0.05,6,-0.10715098927930396,-0.06814675967750361,0.0
dti,regression,rmse,torch_mlp,contamination,0.1,6,-0.22468894484668675,-0.21238861351052152,0.0
dti,regression,rmse,torch_mlp,contamination,0.2,6,-0.327731752251099,-0.25132578480396983,0.0
dti,regression,rmse,torch_mlp,contamination,0.5,6,-0.6737127800688256,-0.6476745214343499,0.0
dti,regression,rmse,torch_mlp,contamination,1.0,6,-1.7008789037132288,-1.7143532542600681,0.0
dti,regression,rmse,torch_mlp,random_label_noise,0.01,6,-0.0006068223481372851,0.037926871032997855,0.6666666666666666
dti,regression,rmse,torch_mlp,random_label_noise,0.02,6,0.02391135733600221,0.040058095342625166,0.6666666666666666
dti,regression,rmse,torch_mlp,random_label_noise,0.05,6,0.08207235644664694,0.07919650884579477,0.8333333333333334
dti,regression,rmse,torch_mlp,random_label_noise,0.1,6,0.1113259790433702,0.11124506290261438,1.0
dti,regression,rmse,torch_mlp,random_label_noise,0.2,6,0.29577546776312785,0.35272790774897445,0.8333333333333334
dti,regression,rmse,torch_mlp,random_label_noise,0.5,6,0.5900282519646031,0.6314548895872724,1.0
dti,regression,rmse,torch_mlp,random_label_noise,1.0,6,1.0706325962153327,1.1320735910955682,1.0
moleculenet,classification,pr_auc,lgbm,cliffs,0.01,9,0.0015777065727430812,0.0,0.4444444444444444
moleculenet,classification,pr_auc,lgbm,cliffs,0.02,9,-0.001553464980315142,0.0005430770023071574,0.5555555555555556
moleculenet,classification,pr_auc,lgbm,cliffs,0.05,9,-0.002578701097722612,-0.0011582699619374637,0.4444444444444444
moleculenet,classification,pr_auc,lgbm,cliffs,0.1,9,0.009741160967996702,0.00686572305162414,0.8888888888888888
moleculenet,classification,pr_auc,lgbm,cliffs,0.2,9,0.006460736908200908,0.004213820929834355,0.6666666666666666
moleculenet,classification,pr_auc,lgbm,cliffs,0.5,9,0.029926536710260892,0.009999791647147482,0.7777777777777778
moleculenet,classification,pr_auc,lgbm,cliffs,1.0,9,0.0574489724703083,0.029836865629049802,1.0
moleculenet,classification,pr_auc,lgbm,conflicts,0.01,9,0.006888414959492162,0.004715052048734902,0.7777777777777778
moleculenet,classification,pr_auc,lgbm,conflicts,0.02,9,0.015228268949696212,0.01569273742288324,0.7777777777777778
moleculenet,classification,pr_auc,lgbm,conflicts,0.05,9,0.014708429323335461,0.00654272253122079,0.6666666666666666
moleculenet,classification,pr_auc,lgbm,conflicts,0.1,9,0.02358535512427277,0.022069499049628405,0.7777777777777778
moleculenet,classification,pr_auc,lgbm,conflicts,0.2,9,0.02319849163045773,0.03436565735557895,0.7777777777777778
moleculenet,classification,pr_auc,lgbm,conflicts,0.5,9,0.08416955404832252,0.1036664197174223,1.0
moleculenet,classification,pr_auc,lgbm,conflicts,1.0,9,0.3372463194658675,0.3852699811307718,1.0
moleculenet,classification,pr_auc,lgbm,contamination,0.01,9,0.0001565816564654142,-0.00032044728684882395,0.4444444444444444
moleculenet,classification,pr_auc,lgbm,contamination,0.02,9,-0.0010097633722164396,-0.0011577226440726562,0.3333333333333333
moleculenet,classification,pr_auc,lgbm,contamination,0.05,9,-0.018381325487998052,-0.009629123990978039,0.0
moleculenet,classification,pr_auc,lgbm,contamination,0.1,9,-0.018235517437074564,-0.008321670996062847,0.1111111111111111
