family,dataset,task_type,model,scenario,seed,fraction,baseline_value,metric,metric_direction,observed_value,degradation,relative_degradation
moleculenet,MoleculeNet-BACE,classification,lgbm,cliffs,1,0.05,0.883624107850912,roc_auc,higher,0.8830293417922284,0.0005947660586836934,0.0006730984967468138
moleculenet,MoleculeNet-BACE,classification,lgbm,cliffs,1,0.1,0.883624107850912,roc_auc,higher,0.8616177636796194,0.022006344171292658,0.024904644379627586
moleculenet,MoleculeNet-BACE,classification,lgbm,cliffs,1,0.2,0.883624107850912,roc_auc,higher,0.8758921490880254,0.0077319587628866815,0.008750280457707071
moleculenet,MoleculeNet-BACE,classification,lgbm,cliffs,1,0.5,0.883624107850912,roc_auc,higher,0.8166137985725614,0.06701030927835061,0.07583576396679391
moleculenet,MoleculeNet-BACE,classification,lgbm,cliffs,1,1.0,0.883624107850912,roc_auc,higher,0.7460348929421095,0.1375892149088026,0.15571011891406783
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.01,0.8314829500396511,roc_auc,higher,0.8265265662172878,0.004956383822363297,0.005960896518836545
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.02,0.8314829500396511,roc_auc,higher,0.8128469468675654,0.01863600317208569,0.02241297091082504
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.05,0.8314829500396511,roc_auc,higher,0.8338620142743853,-0.0023790642347342184,-0.002861230329041344
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.1,0.8314829500396511,roc_auc,higher,0.8007533703409992,0.030729579698651865,0.036957558416785885
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.2,0.8314829500396511,roc_auc,higher,0.8423869944488501,-0.01090404440919901,-0.013113972341440105
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,0.5,0.8314829500396511,roc_auc,higher,0.703112609040444,0.12837034099920708,0.15438721983786372
moleculenet,MoleculeNet-BACE,classification,torch_mlp,cliffs,1,1.0,0.8314829500396511,roc_auc,higher,0.651268834258525,0.18021411578112612,0.21673819742489273
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.01,0.8729183187946076,roc_auc,higher,0.8809476605868359,-0.008029341792228362,-0.009198273904156224
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.02,0.8729183187946076,roc_auc,higher,0.876486915146709,-0.003568596352101383,-0.004088121735180417
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.05,0.8729183187946076,roc_auc,higher,0.8932394924662966,-0.020321173671689063,-0.02327958210311143
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.1,0.8729183187946076,roc_auc,higher,0.8820380650277557,-0.009119746233148152,-0.01044742221212793
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.2,0.8729183187946076,roc_auc,higher,0.9166336241078508,-0.04371530531324319,-0.050079491255961534
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,0.5,0.8729183187946076,roc_auc,higher,0.9354678826328312,-0.06254956383822363,-0.07165568930274811
moleculenet,MoleculeNet-BACE,classification,rf,contamination,1,1.0,0.8729183187946076,roc_auc,higher,1.0,-0.12708168120539243,-0.14558255734726308
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.01,0.883624107850912,roc_auc,higher,0.8959159397303728,-0.012291831879460702,-0.013910702266098222
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.02,0.883624107850912,roc_auc,higher,0.8867961934972244,-0.003172085646312328,-0.0035898586493155445
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.05,0.883624107850912,roc_auc,higher,0.8933386201427439,-0.009714512291831845,-0.01099394211352924
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.1,0.883624107850912,roc_auc,higher,0.8881839809674861,-0.00455987311657402,-0.00516042180839115
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.2,0.883624107850912,roc_auc,higher,0.9163362410785092,-0.03271213322759714,-0.03702041732106797
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,0.5,0.883624107850912,roc_auc,higher,0.9359635210150674,-0.05233941316415536,-0.059232667713708685
moleculenet,MoleculeNet-BACE,classification,lgbm,contamination,1,1.0,0.883624107850912,roc_auc,higher,1.0,-0.11637589214908794,-0.13170293919676904
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.01,0.8314829500396511,roc_auc,higher,0.8360428231562252,-0.004559873116574131,-0.005484024797329499
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.02,0.8314829500396511,roc_auc,higher,0.8261300555114989,0.005352894528152241,0.006437768240343324
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.05,0.8314829500396511,roc_auc,higher,0.8358445678033306,-0.004361617763679493,-0.005245588936575909
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.1,0.8314829500396511,roc_auc,higher,0.8536875495638383,-0.022204599524187185,-0.026704816404387256
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.2,0.8314829500396511,roc_auc,higher,0.8741078509119746,-0.04262490087232351,-0.051263710061993276
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,0.5,0.8314829500396511,roc_auc,higher,0.9337827121332276,-0.1022997620935765,-0.12303290414878393
moleculenet,MoleculeNet-BACE,classification,torch_mlp,contamination,1,1.0,0.8314829500396511,roc_auc,higher,1.0,-0.16851704996034889,-0.20267048164043866
