model,n,score,rank
lgbm_advanced,182,0.465049322487265,1.0
ecfp_rf,182,0.4790852482437214,2.0
lgbm_basic,182,0.48460492448348763,3.0
ecfp_linear,182,0.6390335018468217,4.0
torch_mlp_advanced,182,0.8990039359076591,5.0
torch_mlp_basic,182,1.194470181591361,6.0
