model,n,score,rank
torch_mlp_basic,133,82.71525861118108,1.0
torch_mlp_advanced,133,84.1879440792805,2.0
ecfp_linear,133,92.24691177929745,3.0
lgbm_advanced,133,97.92655279725868,4.0
lgbm_basic,133,98.3115098908085,5.0
ecfp_rf,133,101.92740044119014,6.0
