scenario,fraction,pearson_r_mean,pearson_r_std,spearman_r_mean,spearman_r_std,kendall_tau_mean,kendall_tau_std,r2_mean,r2_std,mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,n_points
cliffs,0.15,0.4668426905687424,0.14352586561551386,0.4832345914596537,0.14657745648340018,0.3536154583797737,0.11654561557319644,0.1730046665227005,0.1685907202434511,0.385360504743218,0.17394650297596917,0.5993698150117702,0.17455386330672665,0.46582484081832193,0.1459113331487093,7
cliffs,0.16,0.4616613818020196,0.13865560394280715,0.515400868085519,0.12734578898367224,0.36527893078657236,0.10816076163413166,0.15713905723801355,0.17542112145417948,0.4056299974558258,0.21836716763593417,0.6100428662268851,0.19762923693564327,0.4680416503849695,0.15678223296154734,7
cliffs,0.17,0.34038724914172386,0.23790662095853554,0.39166713011151083,0.22817984975148442,0.27870120966717365,0.17529969163628167,-0.08541082063783396,0.48649779137718596,0.5640326823874163,0.4853970979788049,0.6946721767803116,0.3082863237216985,0.5259029464603422,0.2288631313271084,7
cliffs,0.18,0.45802508854930485,0.14440044296009405,0.4979723912462272,0.14200500392368698,0.3525586580123243,0.11844241407177557,0.08200087861900486,0.2709788811034469,0.45958908999502773,0.3199423014296606,0.639684500886146,0.24246986247349334,0.4910627653280251,0.18971605099966782,7
cliffs,0.19,0.41812775976481065,0.16148593387796012,0.4845057816842134,0.15100901825173957,0.3426303500914584,0.11789760974886976,0.061483407569782066,0.3166911841049673,0.47779384448099577,0.3755847672263646,0.6476302807754404,0.26095403405135076,0.49531616822133057,0.18642959760606875,7
cliffs,0.2,0.39869957046959803,0.14005961967116104,0.4871136551844738,0.12822300896432878,0.34289263496679645,0.1045900265434692,0.07287466943781515,0.15550957095651624,0.43647149961274717,0.21184814966586424,0.636720955317701,0.1903529496770099,0.4812519958943979,0.15644991056655536,7
cliffs,0.21,0.4230261914840567,0.14400923601765137,0.4590219302967009,0.15437312853796298,0.32888647704021123,0.11951960965810866,0.08101266989398438,0.22384381916206963,0.45273183729788824,0.2980686925104961,0.6386687639485554,0.22870589949401096,0.4903596891667016,0.1788748140505523,7
cliffs,0.22,0.3972050569294779,0.1834574692431823,0.4627772092126799,0.15448870518937663,0.3277771494231357,0.12644034223567704,0.10294034273415746,0.20886275033982077,0.4420495791200386,0.2785471779076545,0.6320836594788937,0.22272508681431327,0.47955048058847377,0.17163213637886215,7
cliffs,0.23,0.3687188105834725,0.22595257005995434,0.44545179202801194,0.17550916292979563,0.3166158793265496,0.13642096111124571,-0.0602053248591066,0.5303904403380609,0.5284895172951704,0.3938591375024933,0.6786956230914039,0.28137530673526573,0.5074617104975913,0.20216269422352937,7
cliffs,0.24,0.34812385936143325,0.2521252207346868,0.3792695039681619,0.2618051578161241,0.27788100622153805,0.19023213964645716,-0.015248235114750644,0.4551581856390815,0.4928379327204488,0.32197274784311497,0.6631152845968098,0.24893518714107915,0.4922251782118468,0.17923776949801457,7
cliffs,0.25,0.41426340183268984,0.15470540343052883,0.45256935773674156,0.15900544040574754,0.31884730122283894,0.1289132101475036,0.045729325997364914,0.3168662611288486,0.48373385813208364,0.3863719852816503,0.6517526957440667,0.2622549561199878,0.4906817895131475,0.18784823724494917,7
cliffs,0.26,0.38419146844176844,0.20574680252067548,0.447980267405089,0.17419010604491342,0.3196851922989538,0.13510358719837892,-0.15325917696580715,0.7072072823276853,0.6310979188032956,0.667031685994446,0.7151878158141141,0.37354833431126605,0.5172382656435861,0.232032714039672,7
cliffs,0.27,0.4162061079208966,0.17988590023651826,0.4966200224159375,0.14220539166186255,0.3548350753038641,0.11434787499753393,0.08017660130775359,0.34244580480261805,0.4351168338852108,0.2424943957645835,0.630131020068975,0.21069809365705663,0.46796410416015416,0.15627250973515883,7
cliffs,0.28,0.4600335111926722,0.1330760279337438,0.496164202372077,0.16632545153428435,0.3521980361775299,0.12301111082776217,0.15585377452711519,0.15789832001338433,0.4041641523290104,0.22015132643693805,0.6094458715157213,0.19543932312876217,0.46734071180135534,0.15323047698597017,7
cliffs,0.29,0.45545297623711256,0.12276058352252617,0.4596822665382005,0.15616823751649642,0.3275288811720719,0.12418673431938058,0.16441575810975104,0.12189227634284394,0.39623915014355127,0.20251145681424418,0.6057184466934704,0.18502711258605903,0.46097157581422693,0.147980726222863,7
cliffs,0.3,0.3899827996207138,0.2045715197969414,0.3927904331055702,0.22958071959518334,0.2755936581690911,0.1816228666743239,0.07994120183692932,0.2817969412337422,0.4539746315319634,0.29540510201394937,0.6380223368644921,0.23392124898405178,0.4881221913942349,0.1821984418103512,7
cliffs,0.31,0.44224953220982827,0.15124727899757795,0.4843230838080507,0.1473029991946034,0.3409085307895388,0.11943923935060756,0.16226764326152826,0.16941131796667536,0.4002641327274737,0.21301143605121894,0.6069388055562813,0.19288421970261418,0.46524317613196936,0.14985204501757132,7
cliffs,0.32,0.4701976676986594,0.12491867585726567,0.5053840858895857,0.13382261842513365,0.36849582623982824,0.10693136782204284,0.013253118397294514,0.5031216370807728,0.4681400882467112,0.3057434899620794,0.6475312203904002,0.23871316402222503,0.47974448065805625,0.17141137523219513,7
cliffs,0.33,0.4803676554051473,0.11696172603441504,0.4894824732998729,0.13260531972101744,0.3528980609982061,0.10587143479149476,0.1349080442221465,0.22289918463244182,0.40292411084389634,0.1908558484081206,0.6117343565838029,0.18300105406448655,0.4677554043850847,0.15222022359047496,7
cliffs,0.34,0.4534463122493642,0.12476561663715252,0.4729958047680641,0.14934204088438713,0.33842959035716313,0.11807115580492664,0.13037260179621576,0.21440675242930357,0.41519337216148766,0.2146691472639727,0.6178173460217329,0.1976805899311014,0.47065079026734996,0.15868459122283385,7
cliffs,0.35,0.35955389716649294,0.26382108581656033,0.41190642926360777,0.2541880859487477,0.2944591973339962,0.18324387490325567,-0.030584232938005575,0.4501983115571031,0.5293103205291342,0.4407245723620901,0.6752377957290125,0.292560443395067,0.5221386392904438,0.23273703707939658,7
cliffs,0.36,0.37662963271537503,0.18791421264596028,0.4432844747156005,0.16681085780432378,0.3199162379703343,0.13079289260381263,0.07546235289716852,0.2094795941996701,0.4545715713322929,0.295309903600684,0.6408705241811922,0.22619895298023182,0.4955273901125481,0.18102902519540273,7
cliffs,0.37,0.46752692257674594,0.11257287055178004,0.49991082927351244,0.14224834348519502,0.3528264400571417,0.11106345806733339,0.11904335680557547,0.19865272661779432,0.43136847072146817,0.2760739224839252,0.6247602962996445,0.21882310215611006,0.47861806212630104,0.1735756907023992,7
cliffs,0.38,0.3902457113832628,0.19118378465423816,0.4364241376024719,0.21119422969261717,0.3121064137957063,0.15870523108669188,-0.028775541198288353,0.4212075937714394,0.5266325760989339,0.4064306864079778,0.6766191961422976,0.2833529238055123,0.5118462814530697,0.21089156087536753,7
cliffs,0.39,0.4140121408441947,0.16232352910977685,0.4582786521991143,0.15973542870297533,0.33218329357419646,0.12935187967086278,0.11720342898822396,0.18356021868656822,0.42895384519707974,0.2614801023932552,0.624737277415312,0.2123677062053306,0.4723203310942225,0.16354508121042552,7
cliffs,0.4,0.359858942842682,0.2227321463758726,0.39552536866765603,0.23465250515983424,0.27760753875262,0.18592183241720153,-0.06379357938742333,0.5662531622983015,0.5704159688302696,0.5885075360283772,0.6880472610923586,0.3364145625402811,0.5336543485642499,0.26199519225578655,7
cliffs,0.41,0.37391917552926995,0.2180362488344885,0.40155663263006197,0.22550843496052284,0.2819985539062158,0.1781345772947594,-0.18352015249457487,0.7193086442005416,0.6394989167684141,0.6595633551589483,0.7215165933032546,0.3724667896818364,0.5490572773268875,0.27966185420285455,7
cliffs,0.42,0.3360323187332249,0.25324880937824196,0.4053810504449382,0.20932305205094037,0.28732000579136613,0.16672946778544337,-0.1384545970493442,0.5799568765564473,0.5911019512658362,0.5006575112320378,0.708770126271818,0.3217732160992871,0.5355020800100853,0.24026951649538145,7
cliffs,0.43,0.38436333270460016,0.20240992625068485,0.4171307088980659,0.22595123145025844,0.2949197959899995,0.17253905911261702,0.05219640059107041,0.34415338576535426,0.4560853105699868,0.27221549967135944,0.6424307625467245,0.2249356135005994,0.49110358239784707,0.1833190667837649,7
cliffs,0.44,0.3887853474946705,0.15604059369042328,0.45105588445826295,0.14790154584996804,0.3241126194299832,0.11427728648341826,0.07574131237876279,0.1870109996256083,0.4436991907383105,0.2460017280651001,0.6379896986075606,0.206832599970206,0.48332246410733937,0.16007164652310327,7
cliffs,0.45,0.4718735611012997,0.13256195256254832,0.5123787486446905,0.143317087143246,0.3641220897128608,0.11758350526401228,0.16561377589773277,0.18803720080278,0.394044145481475,0.18917968845327507,0.6039713049151224,0.18476997332006898,0.4584383039604392,0.14682378759245868,7
cliffs,0.46,0.3997371201494565,0.17970846053902684,0.45831234378884356,0.1662182726975962,0.32812249448760744,0.13292332502210974,0.005588267397619052,0.33576177580673094,0.4986129787092132,0.3522305818640615,0.6646386703870867,0.2575781162246678,0.4937357089578414,0.1798948821153292,7
cliffs,0.47,0.3979932208900824,0.2137061773600485,0.4567078683605142,0.17210190469530073,0.31921153531640895,0.14718557884649539,-0.01916798166677106,0.5706719244288785,0.5489044683274311,0.5824742183292481,0.6727267909826254,0.3352615722963068,0.5154328982124328,0.25602571926695045,7
cliffs,0.48,0.3797807154105199,0.21013267898373256,0.45605401237217663,0.1634489967660613,0.3222374756945004,0.1401855727579324,-0.10298434263529026,0.5135941563743557,0.5732870739390981,0.5028417109351391,0.6990444244310415,0.31421005879209835,0.5183261231041933,0.2224664086401969,7
cliffs,0.49,0.40727017090791773,0.18013806734244553,0.4478783438853196,0.15191601720015713,0.32280444525374946,0.12149701493582513,0.06920270523940443,0.3252320018930242,0.47455863830416106,0.3869751869600247,0.6441467783901207,0.26376598319865796,0.4973516328895918,0.20461426337211955,7
cliffs,0.5,0.41145345548894957,0.2181249806827175,0.46213944028920556,0.2335496149665782,0.33603508773331087,0.16932583336345935,0.008706576215302813,0.5002703948412525,0.4668500667502603,0.29485902027202193,0.6482948434995793,0.23307618157118148,0.4838902752189043,0.1889459398507414,7
cliffs,0.51,0.3944741358123037,0.15804328069044793,0.4557800790347097,0.18878109469405271,0.3195090121714596,0.1441935791352629,-0.0028819707916896936,0.31672165945646985,0.5036176944936142,0.37224354711258417,0.6676518638628904,0.25981107951040094,0.5076144202804811,0.19918254259139118,7
cliffs,0.52,0.4313377296525417,0.15635611502294247,0.4827183636638627,0.16284914505490866,0.33901493243916736,0.131258250255841,0.03521496731384063,0.29213676152954454,0.47940972172059443,0.328052530956136,0.6541099282012359,0.24523779780863691,0.49988503634970327,0.19014950695474467,7
cliffs,0.53,0.38059820855056575,0.21792778519913608,0.430290963828369,0.18478717084953886,0.3097078295926388,0.15020532669070086,-0.07060837347915959,0.4357664269913385,0.541698321838483,0.408158339195418,0.688218816028651,0.28177185857777276,0.5074610688256216,0.20080795168281143,7
cliffs,0.54,0.37825791653703655,0.18114228097633245,0.403662591877226,0.20193544235588598,0.2831836289330237,0.16434578822991838,0.01432737767559354,0.30579259159215977,0.49764895452902724,0.36559532503715525,0.6636653421466926,0.2583217880655784,0.5150476087404501,0.2073939926405013,7
cliffs,0.55,0.40495506236913575,0.20605389844918645,0.4748724738911029,0.15086268566635175,0.34205463891344173,0.13210425915662133,-0.1013305129940563,0.514437715359082,0.5700564221834598,0.4863932956741607,0.6979808716695357,0.31095387513484607,0.5143936347799927,0.2179515188202434,7
cliffs,0.56,0.39711465734705087,0.18696311316674843,0.4454047503149026,0.17322354792501637,0.31365347320580356,0.1407410933217956,-0.054050971439216854,0.5096815282243619,0.5555460991924794,0.5265721272093491,0.6843744072385828,0.31891597361615087,0.5186224456010173,0.23253116664409526,7
cliffs,0.57,0.35537583825894253,0.24346155009607456,0.40575552271591314,0.243852724421772,0.2947495583662928,0.17529706104547807,0.08261207873425747,0.27339536978399465,0.4402252404441412,0.24447367129196773,0.6337466346881104,0.21218431620466607,0.49478518278050293,0.18444502678744837,7
cliffs,0.58,0.404298844239473,0.15726356954436313,0.44041565422697004,0.1635040214912221,0.31055955261366375,0.1338726755448325,0.08737598255370105,0.23298657824219618,0.43927055727996184,0.24582103670936317,0.6335121900361596,0.21036873836546138,0.47713008197081386,0.16168426664483898,7
cliffs,0.59,0.4399300642003338,0.15393993487639082,0.43206938080542445,0.18080620154078847,0.30804146053347947,0.1427770208436693,0.13484033500507883,0.23029719989766656,0.43140713966244154,0.3138824429911538,0.6203354889659888,0.23314414194598718,0.47569788482008774,0.17579428848181597,7
cliffs,0.6,0.4296304416895508,0.15391439032723933,0.47056331427668124,0.17912172652247024,0.33550509605028217,0.12998395581390165,0.04394335278005079,0.3456402982392381,0.4746143979965076,0.3258783190857849,0.6494175000416039,0.24836101426939872,0.49693193436933053,0.19152213906815313,7
cliffs,0.61,0.42381420021561106,0.1336804690777746,0.4772115463523895,0.13332009150778987,0.33981002197490223,0.10762894896069845,-0.06044472779380098,0.3914909313546158,0.5278047782491925,0.3622027328943861,0.6842904180406594,0.2635842098800447,0.5159503142403035,0.2024935736256443,7
cliffs,0.62,0.40254938302442794,0.22375976549284377,0.44747576956895135,0.22361667515556266,0.31795924152819055,0.16498982917162786,-0.048233506331152386,0.503388526483684,0.5181872972682336,0.3666161842821843,0.6751709252931793,0.26966665606167084,0.5085941668481719,0.20821992369652015,7
cliffs,0.63,0.45749746921641676,0.13561758434529048,0.465019763783655,0.17155705018791015,0.3323997724764563,0.13391261076125904,0.1104532648136296,0.28720330169055724,0.41995056975628714,0.22206631704355015,0.6208742364181747,0.20052442334997897,0.4772263303243374,0.17025562123747406,7
cliffs,0.64,0.37372197669626994,0.21174025164211566,0.4475558640141389,0.17965153235286244,0.30893521821243614,0.14736054542437002,0.024097331471245327,0.34538694703292094,0.497342647371605,0.3861190335365892,0.6599705636136811,0.2684742438749373,0.49899127813531735,0.19671041318575053,7
cliffs,0.65,0.3441645036077898,0.24995055716859896,0.37923625277742234,0.2548597306519295,0.2695553434684919,0.19358205574563703,0.0220073813969,0.3076571871405042,0.48153374887125083,0.3126348931800592,0.6572252042274644,0.24052770408552726,0.4999300468937035,0.18758355408551886,7
cliffs,0.66,0.4365881440477556,0.1596474840275837,0.4954655510163433,0.11960099670529915,0.35692661697244094,0.09792473177763764,0.10105748708611383,0.29684460345448227,0.45678845568111226,0.3718052929827956,0.6328594396377084,0.25623612072913815,0.4740792003846836,0.1735654227597183,7
cliffs,0.67,0.3637798736191428,0.1983785507229585,0.4153406828118425,0.19531578592649798,0.29068474117248144,0.15220271563729734,0.05909803948495941,0.24184685929637972,0.46458979260767036,0.3042485069579423,0.6464747469765462,0.23331715142875345,0.4976528868177842,0.18051479658755623,7
cliffs,0.68,0.4385812789540184,0.13323887855052657,0.46098730707019436,0.15299010008964345,0.33234537323437213,0.12055494673384333,0.07784240161897026,0.2486083680126252,0.4398654931103406,0.24029893044005038,0.6349019865875459,0.20710493465982313,0.4878300886695433,0.1700236955905462,7
cliffs,0.69,0.4651515523939191,0.1254628095576343,0.4849032832613768,0.14589989200766204,0.3476691919302029,0.11389927557313054,0.14424305636616142,0.22579828941011296,0.4263761231589535,0.3054896858098562,0.6170878158932169,0.23059750448405733,0.47115953165149776,0.17456919560635073,7
cliffs,0.7,0.42294567810529526,0.1653025131899683,0.46667788616071554,0.2060848979549666,0.338705971103908,0.1655833732948358,0.12121947210046183,0.1465536648624175,0.41345730098060424,0.20280567433185642,0.6196410907360314,0.18552427404720714,0.466498737786985,0.14393093756181,7
cliffs,0.71,0.3649782902136641,0.2431275135931169,0.4128226451361903,0.2295315048305907,0.2979825800472127,0.1661323187232116,0.04644087471407105,0.3627443158435941,0.4580914743192363,0.27340711360408587,0.6435621239253767,0.22636065204862055,0.4917579456337077,0.1825275343372219,7
cliffs,0.72,0.457107651302179,0.14132106230808256,0.4758337458163949,0.1434355481324397,0.34089116796993096,0.11873678143199616,0.13263319135087212,0.2583545691364331,0.43896644624002645,0.32809677312727176,0.6231847802539955,0.24298498969368515,0.4850417044994165,0.19319232174418377,7
cliffs,0.73,0.4659539853936631,0.12687598352740817,0.48873415539097226,0.14951787361382837,0.3470190361312015,0.11735108158774896,0.10254113161675694,0.258472191495605,0.450369047618893,0.3320391529173562,0.63245852189421,0.2424035409243536,0.49405421321616166,0.19475751896194596,7
cliffs,0.74,0.3709234527969108,0.23384694647532847,0.4084273185921727,0.20929759082732444,0.29190498388460695,0.15760212912378269,0.015114958860597423,0.46380694798998356,0.4742189733459435,0.31112819565232847,0.650929618022349,0.2427506402636787,0.49910672662459943,0.19757112757837061,7
cliffs,0.75,0.39861700032965935,0.17114265595093991,0.4440498284029389,0.1965169756326222,0.309571169594982,0.15469147558713192,0.12126566119091649,0.16845082318824833,0.4213297615405732,0.22680299287167108,0.6223810539238407,0.1990816820639864,0.46896935294736536,0.14971270419851448,7
cliffs,0.76,0.4384876179811448,0.14730095610272834,0.4850786196235583,0.133619609478863,0.3470163043660105,0.11079328651099497,0.09944019828039206,0.20317658087255558,0.44115977924829053,0.27628769791120733,0.6320552209653642,0.2204774509600348,0.4786251783828094,0.17287934083294568,7
cliffs,0.77,0.41338211231886063,0.1999133865868856,0.4571482212318244,0.17323325262232864,0.3255473842648703,0.13271174879884995,0.0651074432658135,0.2684698260051635,0.45573437379085124,0.28071031142857017,0.6417528773115274,0.22627907834227928,0.49010537780100444,0.17913159755671337,7
cliffs,0.78,0.37720173721819633,0.18609384459353814,0.46271559793859335,0.16442831844376707,0.3305958971254735,0.12794801253729232,0.031693255566628976,0.28958713512908735,0.48160309249825195,0.32553090676591806,0.6558095073410829,0.24515943045804772,0.4868236747068359,0.16935868027586037,7
cliffs,0.79,0.4481749635057035,0.11866918499644562,0.48076592593990986,0.13471227683044773,0.3465311849964174,0.11034892770246825,0.046078076826226985,0.3207834908802816,0.4559658163402739,0.25883973223867207,0.6444365965037383,0.21781912450037677,0.4794909947295104,0.16133679988458224,7
cliffs,0.8,0.33827160904753734,0.31543793792102554,0.4163403522749173,0.24055031156396484,0.301751970073664,0.16878129505626202,-0.046848968566830705,0.5241530373656582,0.5261059022438984,0.4034668762122777,0.6753254030209787,0.2858585069427292,0.511173968770672,0.2168436776081235,7
cliffs,0.81,0.458031449748639,0.14796128857919053,0.4952867440661198,0.18237480308622792,0.3500821533809807,0.14029620163134057,0.10109825697956383,0.2633546843070475,0.4275706132073306,0.23184944565009233,0.6259287913824757,0.2043225918658317,0.4762911551204883,0.16530233943538233,7
cliffs,0.82,0.4406339551643863,0.13932745871472196,0.4616038360855566,0.1481454101597226,0.32848888615482946,0.11725534649841318,0.12537788278524692,0.16278639352747826,0.41038696668648544,0.19909247419625337,0.6174570304866959,0.18436217766634347,0.4780890177388046,0.1541375435808113,7
cliffs,0.83,0.4626686963064112,0.121979426780529,0.48630565231386275,0.14773939428680694,0.3507647813977573,0.11412297684485853,0.19540148896827783,0.11542860352855971,0.37495725205913166,0.16803840006185333,0.5920604342084526,0.16879566548947653,0.46037360062489274,0.14300856776316087,7
cliffs,0.84,0.46376274124542755,0.13668281779977107,0.5140544168180801,0.1461086798406563,0.3703146564414897,0.1137664490300043,0.10298934755041891,0.249045606100486,0.42556129094018225,0.22743934431257626,0.6250536941759056,0.20169456791588375,0.4736592001177873,0.1606682925106741,7
cliffs,0.85,0.3908513172404219,0.18614432836639871,0.43965741347684484,0.19009674310364472,0.3082914324245794,0.15114410309084228,0.022998631052215588,0.3983662023995023,0.506379656878683,0.4522159311240124,0.6599333023284724,0.28753952003612787,0.49708251166122214,0.19744964138257176,7
cliffs,0.86,0.4220540662450677,0.1711214887862848,0.46376825293038326,0.14383542226025398,0.33215406024722227,0.11660516850686418,0.07630638141968253,0.2584077044148546,0.45955427240478464,0.3165492752605617,0.6408157778836616,0.2388744016357396,0.48348944246772957,0.17836860831604026,7
cliffs,0.87,0.4196787233329412,0.1740865106293552,0.4754821943902228,0.13347294531436227,0.34134749319442065,0.10898801684574519,-0.056105679121988494,0.4905158052411677,0.5289451726302665,0.3916484395582355,0.6797254294436362,0.27941295376363534,0.5012420280256628,0.1928720112974139,7
cliffs,0.88,0.4115484000528959,0.1774959342076966,0.48677636123048423,0.13165065224627462,0.3456155460478141,0.11043539677649498,0.05084333576657507,0.30972331815873555,0.47941485672878936,0.36540671628111476,0.6501291002367676,0.25730302118929815,0.4790983303559856,0.17297012443973248,7
cliffs,0.89,0.41207493294174924,0.20872340267967746,0.46924278207264786,0.1521798962042874,0.33314831719595966,0.12480847867913514,0.03634525105116467,0.3760070428732154,0.4960781561981337,0.4120620967403649,0.655548887904888,0.27818958833667995,0.4953622207884649,0.19648148203296298,7
cliffs,0.9,0.37942539080587917,0.20216723619962282,0.4604413592346949,0.1500849679858466,0.3176398447305257,0.12946727979755193,-0.06476014021087927,0.4607659065015294,0.5475171420735164,0.44758200092513495,0.6872478328774388,0.2962130168058856,0.517774419436746,0.21637507984251317,7
cliffs,0.91,0.43687635187952073,0.14912672536499746,0.4671387304089968,0.19302739096522217,0.33402445009568055,0.1460411323770536,-0.0013323969270537489,0.47799584356184377,0.4694744345714934,0.2886185373958787,0.6517192954181157,0.22845669241618424,0.48859417701514346,0.18890132319033232,7
cliffs,0.92,0.34863693687262554,0.22679289419110196,0.40351898377372536,0.21203553783487328,0.2809367221320393,0.1700745238728153,-0.04844381424620993,0.5071864795252194,0.553868380668716,0.5369797765546221,0.6831301816775118,0.31895944069472737,0.5255310187275896,0.23659144574552418,7
cliffs,0.93,0.36701471840359623,0.22514742676607163,0.4304072144771175,0.2020631619908148,0.2986982767780296,0.15966083039000953,-0.15703138672831993,0.6124844332431157,0.6045744991539924,0.5371353508460089,0.713666743571568,0.33336165244311444,0.5357954335232424,0.24210779837547372,7
cliffs,0.94,0.3893259609835478,0.20920865375897976,0.44580168603110726,0.1812076121886389,0.3154454269456615,0.15084211329314964,-0.0053695149653961395,0.3708627216273715,0.5129664216789128,0.410377713424772,0.6688446104250222,0.276674646920106,0.5111335246880201,0.20817992942621072,7
cliffs,0.95,0.42411383853815504,0.15235658746134045,0.4533582815576396,0.1880999598075618,0.3184492544355479,0.14270023490202777,-0.023739054758760352,0.43778790587107713,0.5346546384955224,0.4699545476380237,0.6765913176439267,0.29948616876539347,0.5181774049725352,0.2290906147378125,7
cliffs,0.96,0.43478077777733004,0.1539477665252021,0.4851083586121955,0.14039903430213319,0.3511321947073129,0.11190729206249113,-0.0023763948743727053,0.442470803599176,0.4879481651729502,0.32378402560746716,0.6593793477665074,0.2490546413887786,0.49214530399791706,0.189077467957902,7
cliffs,0.97,0.4269730179775434,0.14462153144730605,0.4659345653368792,0.15309979744820593,0.3260538524942018,0.12507971389519565,0.04275396270640654,0.276643794390534,0.47976049233820467,0.3344031857974947,0.6536930839295696,0.247359694414825,0.4925481563742216,0.1805914230465113,7
cliffs,0.98,0.40993183445344605,0.19296415886266088,0.43390867683469886,0.2328648613122125,0.3061470904990737,0.175551819509564,0.0806827457393814,0.247756011712745,0.45359002058120346,0.3019558426048444,0.6382238490518761,0.23231529350514143,0.4881040181736402,0.17716681119157432,7
cliffs,0.99,0.4386118773098372,0.12254678552871782,0.4700258915305256,0.1362868924286266,0.32943824830876584,0.11386241394547002,-0.031215638006162925,0.4679454748622384,0.5019641218318845,0.32673916152718524,0.6690817705178626,0.2516796718542466,0.5149698822876718,0.20897494366835945,7
