model,n,score,rank
lgbm_advanced,323,13.410439708518279,1.0
lgbm_basic,323,13.688112928437445,2.0
ecfp_rf,323,14.338454460486137,3.0
torch_mlp_advanced,323,17.928821489883557,4.0
torch_mlp_basic,323,19.90545239172969,5.0
ecfp_linear,323,25.08820713961309,6.0
