group_type,group,n,total_advantage,mean_advantage,fraction_of_total_positive_advantage
audit_group,audit_clean,1363,17.37310653176294,0.012746226362261878,0.6418743100969458
audit_group,exact_leak,22,0.27549636811246414,0.012522562186930188,0.0012567841292895525
audit_group,near_train_analogue,158,0.2615468642849724,0.0016553599005378,0.03306414836853821
audit_group,same_scaffold,921,26.927330930705235,0.02923705855668321,0.3238047574052263
clean_vs_nonclean,audit_clean,1363,17.37310653176294,0.012746226362261878,0.6418743100969458
clean_vs_nonclean,nonclean,1101,27.46437416310267,0.024944935661310327,0.3581256899030541
max_train_tanimoto_bin,"[0, 0.4)",523,8.51424190820835,0.01627962123940411,0.2474480805728467
max_train_tanimoto_bin,"[0.4, 0.6)",943,-0.23402849044018925,-0.0002481744331285146,0.43176516380031
max_train_tanimoto_bin,"[0.6, 0.8)",646,23.32864591428038,0.036112454975666224,0.23083003871014346
max_train_tanimoto_bin,"[0.8, 0.9)",238,12.742321373815889,0.053539165436201214,0.07240453515510499
max_train_tanimoto_bin,"[0.9, 1.0]",114,0.48629998900118343,0.004265789377203363,0.017552181761594805
