model,n,score,rank
lgbm_advanced,2464,0.8925051387740897,1.0
lgbm_basic,2464,0.8876776819506677,2.0
ecfp_rf,2464,0.8825633782137731,3.0
torch_mlp_basic,2464,0.8626965105276896,4.0
torch_mlp_advanced,2464,0.8523047673685126,5.0
ecfp_linear,2464,0.8219299223474139,6.0
