model,n,score,rank
lgbm_advanced,840,0.7367807422264919,1.0
lgbm_basic,840,0.7445374596660467,2.0
torch_mlp_advanced,840,0.7804611991689397,3.0
ecfp_rf,840,0.8128736419583767,4.0
torch_mlp_basic,840,0.8270997903480448,5.0
ecfp_linear,840,1.2819339473072358,6.0
