mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive
clean_reference,0.0,0.08018204621761106,0.08018204621761105,0.08018204621761105,0.08018204621761105,1.0
conflict_curve,0.0,0.20250246841701558,0.20102210898219056,-0.8355858124516113,1.1315757590567588,0.654
conflict_curve,0.05,0.2072553751822034,0.23082258681149032,-0.8355858124516113,1.1315757590567588,0.697
conflict_curve,0.1,0.2019305056725829,0.2249399509886909,-0.8994349556737917,1.0559503661257659,0.682
conflict_curve,0.25,0.1808350350672862,0.20673915989203612,-0.8355858124516113,1.0559503661257659,0.68
conflict_curve,0.5,0.19693008978562673,0.20673915989203612,-0.8371820410321658,1.0559503661257659,0.676
conflict_curve,0.75,0.4526061834664202,0.45260618346642034,0.45260618346642034,0.45260618346642034,1.0
conflict_curve,observed,0.19020761225375654,0.20673915989203612,-0.8355858124516113,1.0578410009490389,0.666
leakage_curve,0.0,0.0794472119514393,0.07922169072266766,0.017269226745902963,0.14580232797879705,0.992
leakage_curve,0.05,0.0806976479831018,0.08015176039211097,0.017656859125382087,0.14514713174270913,0.99
leakage_curve,0.1,0.07879765677585425,0.07781517876481614,0.016007211279851545,0.14196646759301207,0.995
leakage_curve,0.25,0.07442704678942348,0.0738587752826862,0.00922292541455911,0.1421533398631913,0.986
leakage_curve,0.5,0.061586027823369874,0.061327311548816266,-0.0008892230075779935,0.12680923404356492,0.972
leakage_curve,0.75,0.05319151281114809,0.054273854275502076,-0.0037126085958372767,0.10688550689438207,0.964
leakage_curve,observed,0.07753512121558244,0.07746415066734336,0.012346048363193014,0.13943880135733788,0.99
observed_composition,observed,0.07609289973188482,0.07609289973188482,0.07609289973188482,0.07609289973188482,1.0
random_matched_control,0.0,0.04332330750227383,0.06337642863397402,-0.3304514346052021,0.45984162205297263,0.7415
random_matched_control,0.05,0.036760875421994244,0.060147206544455545,-0.34916050783199754,0.4404879619512061,0.7355
random_matched_control,0.1,0.039744599662203825,0.06451578334559316,-0.34183176730612796,0.4404879619512061,0.729
random_matched_control,0.25,0.04150225401324813,0.06317381077145445,-0.3248897583956891,0.4023446846506329,0.734
random_matched_control,0.5,0.043243458344985705,0.06558682424606294,-0.3248897583956891,0.4030964071413929,0.735
random_matched_control,0.75,0.03597794899844062,0.062138123563946546,-0.34183176730612796,0.33181628175882555,0.7335
random_matched_control,observed,0.03447491240459402,0.06194871206904512,-0.3485309352502668,0.3548340938307373,0.726
