mode,target_rate,model,probability_rank_1,median_rank,rank_q025,rank_q975,dataset,family,task,metric_name,sota_model
random_matched_control,0.5,lgbm_basic,0.199,2.5,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.5,torch_mlp_advanced,0.092,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.5,torch_mlp_basic,0.045,4.5,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,ecfp_linear,0.0555,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,ecfp_rf,0.128,3.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,lgbm_advanced,0.07,3.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,lgbm_basic,0.2035,2.75,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,torch_mlp_advanced,0.101,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,0.75,torch_mlp_basic,0.04,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,ecfp_linear,0.0615,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,ecfp_rf,0.1255,3.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,lgbm_advanced,0.066,3.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,lgbm_basic,0.2195,2.5,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,torch_mlp_advanced,0.0845,4.0,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
random_matched_control,observed,torch_mlp_basic,0.044,4.5,1.0,6.0,tdc/BBB_Martins,tdc,classification,auroc,lgbm_basic
clean_reference,0.0,ecfp_linear,1.0,1.0,1.0,1.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,ecfp_rf,0.0,4.0,4.0,4.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,lgbm_advanced,0.0,5.0,5.0,5.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,lgbm_basic,0.0,6.0,6.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,torch_mlp_advanced,0.0,3.0,3.0,3.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,torch_mlp_basic,0.0,2.0,2.0,2.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,ecfp_linear,0.031,3.5,1.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,ecfp_rf,0.039,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,lgbm_advanced,0.029,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,lgbm_basic,0.04,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,torch_mlp_advanced,0.0,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.0,torch_mlp_basic,0.024,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,ecfp_linear,0.03,3.5,1.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,ecfp_rf,0.049,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,lgbm_advanced,0.033,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,lgbm_basic,0.054,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,torch_mlp_advanced,0.003,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.05,torch_mlp_basic,0.023,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,ecfp_linear,0.021,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,ecfp_rf,0.043,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,lgbm_advanced,0.037,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,lgbm_basic,0.036,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,torch_mlp_advanced,0.001,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.1,torch_mlp_basic,0.024,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,ecfp_linear,0.023,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,ecfp_rf,0.04,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,lgbm_advanced,0.037,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,lgbm_basic,0.078,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,torch_mlp_advanced,0.0,3.5,2.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.25,torch_mlp_basic,0.012,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,ecfp_linear,0.011,3.5,1.5,4.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,ecfp_rf,0.023,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,lgbm_advanced,0.019,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,lgbm_basic,0.064,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,torch_mlp_advanced,0.002,3.5,2.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.5,torch_mlp_basic,0.004,3.5,2.0,5.512499999999989,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,ecfp_linear,0.0,3.5,3.0,3.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,ecfp_rf,0.0,3.5,3.0,3.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,lgbm_advanced,0.0,3.5,3.0,3.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,lgbm_basic,0.0,3.5,3.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,torch_mlp_advanced,0.0,3.5,3.0,3.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,0.75,torch_mlp_basic,0.0,3.5,3.0,3.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,ecfp_linear,0.037,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,ecfp_rf,0.04,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,lgbm_advanced,0.031,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,lgbm_basic,0.046,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,torch_mlp_advanced,0.001,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
leakage_curve,observed,torch_mlp_basic,0.019,3.5,1.5,5.512499999999989,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,ecfp_linear,1.0,1.0,1.0,1.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,ecfp_rf,0.0,4.0,4.0,4.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,lgbm_advanced,0.0,5.0,5.0,5.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,lgbm_basic,0.0,6.0,6.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,torch_mlp_advanced,0.0,3.0,3.0,3.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
observed_composition,observed,torch_mlp_basic,0.0,2.0,2.0,2.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,ecfp_linear,0.032,3.5,1.0,5.512499999999989,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,ecfp_rf,0.043,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,lgbm_advanced,0.027,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,lgbm_basic,0.039,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,torch_mlp_advanced,0.005,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.0,torch_mlp_basic,0.012,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,ecfp_linear,0.02,3.5,1.5,5.512499999999989,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,ecfp_rf,0.041,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,lgbm_advanced,0.024,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,lgbm_basic,0.036,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,torch_mlp_advanced,0.004,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.05,torch_mlp_basic,0.018,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,ecfp_linear,0.026,3.5,1.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,ecfp_rf,0.034,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,lgbm_advanced,0.027,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,lgbm_basic,0.035,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,torch_mlp_advanced,0.004,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.1,torch_mlp_basic,0.019,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,ecfp_linear,0.044,3.5,1.0,5.512499999999989,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,ecfp_rf,0.036,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,lgbm_advanced,0.034,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,lgbm_basic,0.03,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,torch_mlp_advanced,0.003,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.25,torch_mlp_basic,0.014,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,ecfp_linear,0.031,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,ecfp_rf,0.043,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,lgbm_advanced,0.025,3.5,1.4875000000000007,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,lgbm_basic,0.03,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,torch_mlp_advanced,0.003,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.5,torch_mlp_basic,0.018,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,ecfp_linear,0.035,3.5,1.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,ecfp_rf,0.04,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,lgbm_advanced,0.023,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,lgbm_basic,0.034,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,torch_mlp_advanced,0.004,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,0.75,torch_mlp_basic,0.019,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,ecfp_linear,0.032,3.5,1.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,ecfp_rf,0.028,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,lgbm_advanced,0.024,3.5,1.5,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,lgbm_basic,0.035,3.5,1.0,6.0,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,torch_mlp_advanced,0.002,3.5,2.0,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
random_matched_control,observed,torch_mlp_basic,0.015,3.5,1.5,5.5,tdc/Bioavailability_Ma,tdc,classification,auroc,ecfp_linear
clean_reference,0.0,ecfp_linear,0.0,6.0,6.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
clean_reference,0.0,ecfp_rf,0.0,3.0,3.0,3.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
clean_reference,0.0,lgbm_advanced,1.0,1.0,1.0,1.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
clean_reference,0.0,lgbm_basic,0.0,2.0,2.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
clean_reference,0.0,torch_mlp_advanced,0.0,5.0,5.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
clean_reference,0.0,torch_mlp_basic,0.0,4.0,4.0,4.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,ecfp_linear,0.018,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,ecfp_rf,0.024,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,lgbm_advanced,0.005,3.5,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,lgbm_basic,0.004,3.5,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,torch_mlp_advanced,0.013,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.0,torch_mlp_basic,0.011,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,ecfp_linear,0.012,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,ecfp_rf,0.015,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,lgbm_advanced,0.002,3.5,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,lgbm_basic,0.003,3.5,2.0,5.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,torch_mlp_advanced,0.012,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.05,torch_mlp_basic,0.011,3.5,1.9875000000000007,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,ecfp_linear,0.006,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,ecfp_rf,0.013,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,lgbm_advanced,0.002,3.5,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,lgbm_basic,0.0,3.5,2.0,5.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,torch_mlp_advanced,0.017,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.1,torch_mlp_basic,0.008,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,ecfp_linear,0.083,3.0,1.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,ecfp_rf,0.005,3.5,2.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,lgbm_advanced,0.005,3.0,1.5,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,lgbm_basic,0.017,3.0,1.5,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,torch_mlp_advanced,0.006,4.0,2.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.25,torch_mlp_basic,0.005,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,ecfp_linear,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,ecfp_rf,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,lgbm_advanced,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,lgbm_basic,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,torch_mlp_advanced,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.5,torch_mlp_basic,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,ecfp_linear,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,ecfp_rf,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,lgbm_advanced,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,lgbm_basic,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,torch_mlp_advanced,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,0.75,torch_mlp_basic,0.0,3.5,3.5,3.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,ecfp_linear,0.009,3.5,1.9875000000000007,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,ecfp_rf,0.017,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,lgbm_advanced,0.002,3.5,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,lgbm_basic,0.005,3.5,2.0,5.5,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,torch_mlp_advanced,0.015,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
conflict_curve,observed,torch_mlp_basic,0.009,3.5,1.5,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,ecfp_linear,0.0,6.0,5.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,ecfp_rf,0.056,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,lgbm_advanced,0.9,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,lgbm_basic,0.034,2.0,1.0,4.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,torch_mlp_advanced,0.003,5.0,3.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.0,torch_mlp_basic,0.006,4.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,ecfp_linear,0.0,6.0,5.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,ecfp_rf,0.092,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,lgbm_advanced,0.868,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,lgbm_basic,0.028,2.0,1.0,4.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,torch_mlp_advanced,0.005,5.0,2.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.05,torch_mlp_basic,0.006,4.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,ecfp_linear,0.001,6.0,5.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,ecfp_rf,0.101,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,lgbm_advanced,0.851,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,lgbm_basic,0.037,2.0,1.0,4.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,torch_mlp_advanced,0.003,5.0,3.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.1,torch_mlp_basic,0.006,4.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,ecfp_linear,0.0,6.0,6.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,ecfp_rf,0.142,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,lgbm_advanced,0.807,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,lgbm_basic,0.03,2.0,1.0,4.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,torch_mlp_advanced,0.008,5.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.25,torch_mlp_basic,0.011,4.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,ecfp_linear,0.0,6.0,6.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,ecfp_rf,0.161,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,lgbm_advanced,0.788,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,lgbm_basic,0.013,3.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,torch_mlp_advanced,0.027,4.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.5,torch_mlp_basic,0.01,5.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,ecfp_linear,0.0,6.0,6.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,ecfp_rf,0.062,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,lgbm_advanced,0.805,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,lgbm_basic,0.001,3.0,2.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,torch_mlp_advanced,0.085,4.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,0.75,torch_mlp_basic,0.047,4.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,observed,ecfp_linear,0.0,6.0,5.0,6.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,observed,ecfp_rf,0.081,3.0,1.0,5.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
leakage_curve,observed,lgbm_advanced,0.875,1.0,1.0,2.0,tdc/CYP1A2_Veith,tdc,classification,auroc,lgbm_advanced
