mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.8666666666666667,0.8666666666666666,0.8666666666666666,0.8666666666666666
conflict_curve,0.0,0.34186666666666665,0.4666666666666666,-0.7333333333333333,0.9999999999999999
conflict_curve,0.05,0.3369333333333333,0.4666666666666666,-0.7333333333333333,0.9999999999999999
conflict_curve,0.1,0.3325333333333333,0.4666666666666666,-0.6,0.9999999999999999
conflict_curve,0.25,0.3554666666666667,0.4666666666666666,-0.7333333333333333,0.9999999999999999
conflict_curve,0.5,0.3328000000000001,0.4666666666666666,-0.6,0.9999999999999999
conflict_curve,0.75,0.29906666666666665,0.4666666666666666,-0.6,0.9999999999999999
conflict_curve,observed,0.32746666666666663,0.4666666666666666,-0.7333333333333333,0.9999999999999999
leakage_curve,0.0,0.7315999999999999,0.7333333333333333,-0.06666666666666665,0.9999999999999999
leakage_curve,0.05,0.7222666666666665,0.7333333333333333,-0.06666666666666665,0.9999999999999999
leakage_curve,0.1,0.7114666666666665,0.7333333333333333,-0.06666666666666665,0.9999999999999999
leakage_curve,0.25,0.6933333333333332,0.7333333333333333,-0.06666666666666665,0.9999999999999999
leakage_curve,0.5,0.6089333333333332,0.7333333333333333,-0.0699999999999998,0.9999999999999999
leakage_curve,0.75,0.5841333333333332,0.7333333333333333,-0.2,0.9999999999999999
leakage_curve,observed,0.7234666666666666,0.7333333333333333,-0.06666666666666665,0.9999999999999999
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.4428666666666666,0.6,-0.6,0.9999999999999999
random_matched_control,0.05,0.4342,0.6,-0.46999999999999975,0.9999999999999999
random_matched_control,0.1,0.4395333333333333,0.6,-0.6,0.9999999999999999
random_matched_control,0.25,0.42973333333333325,0.6,-0.6,0.9999999999999999
random_matched_control,0.5,0.45033333333333325,0.6,-0.6,0.9999999999999999
random_matched_control,0.75,0.428,0.6,-0.6,0.9999999999999999
random_matched_control,observed,0.4504666666666666,0.6,-0.4666666666666666,0.9999999999999999
