mode,target_rate,mean_delta,median_delta,ci_lower,ci_upper,fraction_delta_positive
clean_reference,0.0,0.013783446367716114,0.013783446367716112,0.013783446367716112,0.013783446367716112,1.0
conflict_curve,0.0,0.01675,0.0,-0.25,0.25,0.334
conflict_curve,0.05,0.013416666666666667,0.0,-0.16666666666666674,0.25,0.308
conflict_curve,0.1,0.06265000000000001,2.7755575615628914e-17,-0.20000000000000007,0.4,0.5
conflict_curve,0.25,0.11470000000000001,0.09999999999999998,-0.2,0.4,0.662
conflict_curve,0.5,0.18719999999999998,0.19999999999999996,-0.09999999999999998,0.39999999999999997,0.861
conflict_curve,0.75,0.15355000000000002,0.2,-0.09999999999999998,0.39999999999999997,0.764
conflict_curve,observed,0.01454166666666667,0.0,-0.16666666666666674,0.25,0.329
leakage_curve,0.0,0.013231347410759172,0.013574660633484226,-0.009080568124685742,0.035055304172951204,0.877
leakage_curve,0.05,0.012196007259528123,0.01204880016132287,-0.008880318612623436,0.0338280147207099,0.88
leakage_curve,0.1,0.011784833164812936,0.011981799797775472,-0.00769337714863508,0.030867037411526844,0.881
leakage_curve,0.25,0.009527857142857157,0.009464285714285814,-0.00699744897959173,0.027682397959183685,0.867
leakage_curve,0.5,0.006478219106957426,0.006736760124610497,-0.005971573208722861,0.01884929906542049,0.829
leakage_curve,0.75,0.00478614202437732,0.004901960784313764,-0.003524112347641828,0.011925013248542627,0.869
leakage_curve,observed,0.012446132457027297,0.012664307381193007,-0.007616911021233577,0.03215432254802838,0.887
observed_composition,observed,0.010593753899124536,0.010593753899124536,0.010593753899124536,0.010593753899124536,1.0
random_matched_control,0.0,0.011413564839934897,0.003947368421052699,-0.15000000000000002,0.19999999999999996,0.559
random_matched_control,0.05,0.012917973412913732,0.00325556158437329,-0.10000000000000009,0.19999999999999996,0.548
random_matched_control,0.1,0.014824647314161698,0.004354313619099159,-0.10000000000000009,0.20000000000000007,0.561
random_matched_control,0.25,0.009820822029300062,0.0037167661421594334,-0.19999999999999996,0.19999999999999996,0.5515
random_matched_control,0.5,0.011116928920238746,0.0037303309820944097,-0.15124999999999994,0.19999999999999996,0.556
random_matched_control,0.75,0.00925037981551818,0.0038117200217037683,-0.19999999999999996,0.19999999999999996,0.5485
random_matched_control,observed,0.011989907759088448,0.004137276180141036,-0.10000000000000009,0.2,0.562
