model,n,score,rank
lgbm_advanced,2416,0.8991092198842147,1.0
lgbm_basic,2416,0.8967163534736751,2.0
ecfp_rf,2416,0.8885154659850901,3.0
torch_mlp_basic,2416,0.858223813383977,4.0
torch_mlp_advanced,2416,0.8532532190023905,5.0
ecfp_linear,2416,0.8326118756903604,6.0
