mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.7333333333333332,0.7333333333333333,0.7333333333333333,0.7333333333333333
conflict_curve,0.0,0.16293469534099272,0.2335496832484569,-0.7745966692414834,0.8563488385776752
conflict_curve,0.05,0.14554981796776387,0.2148344622118299,-0.7745966692414834,0.785100423002997
conflict_curve,0.1,0.17247230756411358,0.2335496832484569,-0.7302967433402213,0.7745966692414834
conflict_curve,0.25,-0.05560051653586475,-0.08606629658238703,-0.7745966692414834,0.7745966692414834
conflict_curve,0.5,0.027584475253459712,0.07473069091004779,-0.7302967433402213,0.7302967433402213
conflict_curve,0.75,0.10138127740891735,0.08606629658238703,-0.5773502691896257,0.7745966692414834
conflict_curve,observed,0.20845291710662384,0.34641016151377546,-0.7006490497453707,0.8563488385776752
leakage_curve,0.0,0.7272900655593422,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.05,0.7200514775638864,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.1,0.7290082097898953,0.7333333333333333,0.3333333333333333,0.9999999999999999
leakage_curve,0.25,0.7293544326916594,0.7333333333333333,0.4633333333333335,0.9999999999999999
leakage_curve,0.5,0.7404982753492377,0.7333333333333333,0.4666666666666666,0.9999999999999999
leakage_curve,0.75,0.7445591124701946,0.7333333333333333,0.4666666666666666,0.9999999999999999
leakage_curve,observed,0.7224035300113602,0.7333333333333333,0.3333333333333333,0.9999999999999999
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.5771202798820545,0.7333333333333333,-0.5449492609130661,0.9999999999999999
random_matched_control,0.05,0.5754766321915906,0.7333333333333333,-0.4521003787706131,0.9999999999999999
random_matched_control,0.1,0.5599321318136863,0.7333333333333333,-0.5773502691896257,0.9999999999999999
random_matched_control,0.25,0.5575630170336463,0.7333333333333333,-0.5477225575051661,0.9999999999999999
random_matched_control,0.5,0.5824378130291118,0.7333333333333333,-0.4303314829119352,0.9999999999999999
random_matched_control,0.75,0.5732451813807836,0.7333333333333333,-0.5477225575051661,0.9999999999999999
random_matched_control,observed,0.5664240106273146,0.7333333333333333,-0.5610550277631728,0.9999999999999999
