group_type,group,n,total_advantage,mean_advantage,fraction_of_total_positive_advantage
audit_group,audit_clean,1341,-6.5516139549047,-0.004885618161748471,0.5971486410054074
audit_group,exact_leak,21,0.34339601493977767,0.016352191187608462,0.0014466570740167871
audit_group,label_conflict,3,-0.8523022066303875,-0.2841007355434625,0.0016532173854084762
audit_group,near_train_analogue,191,5.153875256093869,0.026983640084261094,0.04039455200125955
audit_group,same_scaffold,975,40.011533224120925,0.041037469973457356,0.3593569325339078
clean_vs_nonclean,audit_clean,1341,-6.5516139549047,-0.004885618161748471,0.5971486410054074
clean_vs_nonclean,nonclean,1190,44.65650228852419,0.037526472511364865,0.40285135899459257
max_train_tanimoto_bin,"[0, 0.4)",555,-13.926737815991967,-0.025093221290075615,0.2758236644261847
max_train_tanimoto_bin,"[0.4, 0.6)",909,26.02342307619245,0.02862862824663636,0.42235078342898363
max_train_tanimoto_bin,"[0.6, 0.8)",634,15.799672506629895,0.024920619095630748,0.20742375260856133
max_train_tanimoto_bin,"[0.8, 0.9)",307,7.183893443106883,0.023400304374940988,0.0699840196453554
max_train_tanimoto_bin,"[0.9, 1.0]",126,3.0246371236822243,0.02400505653716051,0.024417779890915065
