model,n,score,rank
ecfp_rf,134,0.6669636890175986,1.0
ecfp_linear,134,0.6130541323234573,2.0
torch_mlp_advanced,134,0.6025840944531077,3.0
torch_mlp_basic,134,0.6001336600579193,4.0
lgbm_advanced,134,0.5811984851860102,5.0
lgbm_basic,134,0.5798618846068166,6.0
