mode,target_rate,mean_kendall_tau,median_kendall_tau,ci_lower,ci_upper
clean_reference,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
leakage_curve,0.0,0.3969333333333333,0.4666666666666666,-0.3333333333333333,0.8666666666666666
leakage_curve,0.05,0.4256,0.4666666666666666,-0.20333333333333314,0.8666666666666666
leakage_curve,0.1,0.41559999999999997,0.4666666666666666,-0.3333333333333333,0.8666666666666666
leakage_curve,0.25,0.41666666666666663,0.4666666666666666,-0.3333333333333333,0.8666666666666666
leakage_curve,0.5,0.34226666666666666,0.3333333333333333,-0.4666666666666666,0.9999999999999999
leakage_curve,0.75,0.11719999999999998,0.06666666666666665,-0.4666666666666666,0.9999999999999999
leakage_curve,observed,0.43133333333333324,0.4666666666666666,-0.3333333333333333,0.8666666666666666
observed_composition,observed,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
random_matched_control,0.0,0.41413333333333335,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.05,0.4235999999999999,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.1,0.40279999999999994,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.25,0.4296,0.4666666666666666,-0.20333333333333314,0.8666666666666666
random_matched_control,0.5,0.4110666666666666,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,0.75,0.4066666666666666,0.4666666666666666,-0.3333333333333333,0.8666666666666666
random_matched_control,observed,0.3986666666666666,0.4666666666666666,-0.3333333333333333,0.8666666666666666
