model,n,score,rank
lgbm_advanced,128,1.9366708992908646,1.0
ecfp_rf,128,2.376460850124753,2.0
ecfp_linear,128,2.4739424834155006,3.0
lgbm_basic,128,2.5075034551261,4.0
torch_mlp_advanced,128,2.5821552777530323,5.0
torch_mlp_basic,128,2.62659068426882,6.0
