model,n,score,rank
ecfp_rf,2626,0.867348640525081,1.0
lgbm_advanced,2626,0.8591169355457069,2.0
lgbm_basic,2626,0.8561754320722599,3.0
torch_mlp_advanced,2626,0.8142247427502338,4.0
torch_mlp_basic,2626,0.8066054915732491,5.0
ecfp_linear,2626,0.7790072114278704,6.0
