model,n,score,rank
ecfp_rf,244,0.9222602969831352,1.0
lgbm_basic,244,0.9201773835920178,2.0
lgbm_advanced,244,0.919169522273735,3.0
ecfp_linear,244,0.9106362964456091,4.0
torch_mlp_basic,244,0.8931667002620439,5.0
torch_mlp_advanced,244,0.8925283880937983,6.0
