task_type,model,scenario,fraction,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,average_precision_mean,average_precision_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,mcc_mean,mcc_std,log_loss_mean,log_loss_std,brier_score_mean,brier_score_std,n_eval_rows_mean,n_eval_rows_std,positive_rate_mean,positive_rate_std,mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,median_ae_mean,median_ae_std,r2_mean,r2_std,explained_variance_mean,explained_variance_std,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_tau_mean,kendall_tau_std,max_error_mean,max_error_std,n_eval_rows_mean,n_eval_rows_std
classification,rf,cliffs,0.1,0.8356613423330461,0.1046942802342728,0.797574084066981,0.1812025231000781,0.797574084066981,0.1812025231000781,0.7246006042431175,0.11738158372673599,0.8021362998067504,0.09824211223204253,0.6848409588827169,0.2375002641082532,0.8029031555506866,0.11793755181506214,0.6585455645684403,0.2865542403566136,0.5066110513589095,0.1970599898240253,0.42672472985237725,0.14706242844345774,0.13747700945838195,0.056224907481066094,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,cliffs,0.2,0.835642390356391,0.10437961250875309,0.7992440073259319,0.17971493457274135,0.7992440073259319,0.17971493457274135,0.7254101651691046,0.11687328817168194,0.802892553099833,0.09693113241154482,0.685946782879555,0.23685798132479843,0.8040911497163854,0.12066645487756505,0.6598865542098986,0.2868032884811234,0.5087509272024018,0.19467503390833202,0.4280299312542926,0.1465501803908898,0.137886277406624,0.05618060820214025,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,cliffs,0.5,0.8310613051011109,0.1030899554258821,0.7939849204616092,0.18386338759379198,0.7939849204616092,0.18386338759379198,0.7228079411904804,0.11894285184441779,0.7995488619887762,0.09877979667206023,0.6807771560243374,0.2434123303292888,0.7958503797895103,0.13169288517998393,0.6561414925357861,0.2880266300674668,0.4965828229318616,0.20465645717447078,0.43308809035100665,0.1458938609240105,0.13986831330295058,0.056044563889843906,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,cliffs,1.0,0.8217894381380803,0.10530532931694038,0.7853435595806143,0.19008465012412204,0.7853435595806143,0.19008465012412204,0.7153359432247448,0.11826569157225034,0.7922892303153157,0.0970729576737107,0.6744419705513383,0.23420414703161538,0.7842575307662609,0.1409438161324587,0.6464561783879481,0.2814696343008232,0.47755938274384346,0.20756598219526842,0.44422811982460725,0.14376239897674276,0.14374295199673925,0.055106708409010746,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.0,0.8370419437539647,0.10429739319484949,0.8008919619374965,0.17763779480088596,0.8008919619374965,0.17763779480088596,0.7254244949917806,0.11817703926723033,0.8028704198215562,0.09817507863862679,0.686687782250381,0.23939177531853878,0.8053067597469108,0.12703630615402559,0.6625129768778387,0.2864921639164014,0.5084419109429172,0.1987697471398027,0.426488252665134,0.14751320200077866,0.13724757621478628,0.05649521515076198,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.01,0.8370185600123846,0.10294188311967195,0.8009334217865414,0.17698143285690998,0.8009334217865414,0.17698143285690998,0.7264152692230644,0.11690654001390438,0.8037972267458534,0.09851259363544757,0.687477685590157,0.23638257419929057,0.8132072072995662,0.11290824973912923,0.660909560913542,0.28621705848143686,0.5125569875919068,0.19351039868262607,0.42632362719961314,0.14603275387160528,0.13712836207246779,0.05575434096026157,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.02,0.8332227613385397,0.10686774113720533,0.7983923702925094,0.17791818114770183,0.7983923702925094,0.17791818114770183,0.7257806077725557,0.11886435394623694,0.8023592982964803,0.10164839568642128,0.6878463506956085,0.23634169523726817,0.8071563552719084,0.12037449635907141,0.6624496058370283,0.2840388347842365,0.5086948438215131,0.20063785323401329,0.42823077196435677,0.14647235406597067,0.138015661334483,0.0562841748680252,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.05,0.8327003144911308,0.10463035410945161,0.7958440379300656,0.18010905282002448,0.7958440379300656,0.18010905282002448,0.7262653574658755,0.11813926871691108,0.8028980475563519,0.09952456223187496,0.6849892451741801,0.2418516917894461,0.8049997361802151,0.12340123014851985,0.6591448337577553,0.28806431171377844,0.508646712005542,0.201395446462484,0.4313823938485646,0.1426736005372305,0.13875765057367123,0.055312001967093016,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.1,0.8282414246945079,0.10759489645894767,0.7901984405767619,0.18609527231915735,0.7901984405767619,0.18609527231915735,0.7216855944484923,0.11756763958004189,0.7988441038260805,0.10058857190933332,0.6807789075288437,0.24154132875734263,0.7988948946169627,0.12523146579989952,0.6568236898119507,0.287450250108295,0.49889673869322926,0.19966814322143195,0.4392035738560178,0.13780833582947805,0.14127398144462786,0.054526687418599826,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.2,0.8206827551818364,0.1028218356599899,0.7819971820103605,0.18686195537846476,0.7819971820103605,0.18686195537846476,0.7235034293594729,0.1170818049433267,0.797391526402087,0.10222236891411285,0.6779474830874185,0.24678682268243757,0.7906300495706763,0.1344919456709538,0.6548871335077787,0.28733043426888294,0.49644644220266887,0.20607384020034236,0.45880508560518496,0.1214150531061581,0.14733024041570536,0.0502862923418403,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,0.5,0.7993219996293192,0.10076646145190482,0.7570441492637947,0.18688610033673841,0.7570441492637947,0.18688610033673841,0.711110429135069,0.11127647995956254,0.7822966840390693,0.10205893975657346,0.6644483805069749,0.24237469305571976,0.7571410190998714,0.15364241196466957,0.6448640494440675,0.2758815260220356,0.45983562568841807,0.20469815811837516,0.537285016700584,0.07752109730325871,0.17717038145438813,0.03548219345458125,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,conflicts,1.0,0.5102267771808696,0.04109011026847694,0.477706480957757,0.18979055720738633,0.477706480957757,0.18979055720738633,0.5047292679408875,0.03429417934155517,0.5048991191665532,0.03137593076579803,0.4640923185857334,0.12626235870326116,0.4682553415692928,0.19169173786817134,0.5040288143829237,0.05300797521105894,0.009499419584173911,0.06163283404480309,0.6933697712985406,0.0026992801859968833,0.2501104308301412,0.0013473703640702734,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.0,0.8370417025653979,0.10429729293283782,0.8008918409483557,0.1776376950590223,0.8008918409483557,0.1776376950590223,0.7254244949917806,0.11817703926723033,0.8028704198215562,0.09817507863862679,0.686687782250381,0.23939177531853878,0.8053067597469108,0.12703630615402559,0.6625129768778387,0.2864921639164014,0.5084419109429172,0.1987697471398027,0.426488252665134,0.14751320200077866,0.13724757621478628,0.05649521515076198,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.01,0.8494352179697999,0.09375574458026671,0.8143974938322733,0.16815199999554326,0.8143974938322733,0.16815199999554326,0.7396896336348411,0.10690049344742342,0.8149180370557237,0.08201088061668918,0.7152526100413226,0.20386445817875043,0.817403106515066,0.1040826928762726,0.6860155121543483,0.2552229593092208,0.5363874936702071,0.17470799864476858,0.41153800051747924,0.13207771730115006,0.13079538646282893,0.04920151559595508,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.02,0.8557241286449843,0.0878590748332113,0.8217324988758239,0.16272195478223206,0.8217324988758239,0.16272195478223206,0.7489662848958346,0.10264396457049153,0.8225592658297511,0.07073128035138312,0.7319972144587951,0.18872087344464814,0.8127742480853067,0.10846734028441744,0.705279869763333,0.23968325633656212,0.550988918481241,0.16735069732383567,0.40190921484874564,0.125192518797989,0.12727295430698798,0.04599745508239552,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.05,0.8644174775582646,0.08440905586509612,0.8341650535960085,0.15261334216730119,0.8341650535960085,0.15261334216730119,0.7634762274529453,0.09665521167854318,0.8337306077041736,0.0653314297864755,0.7544761502068585,0.1670385834720417,0.8337194720617782,0.09522543797671841,0.7275586954796435,0.21904546707386463,0.5811189619929259,0.14914881955792456,0.3872452031000441,0.11841666191835343,0.12152791755093006,0.04303269644593871,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.1,0.87633666027184,0.08048464554870334,0.8468794101823869,0.14694284499359325,0.8468794101823869,0.14694284499359325,0.7766302966685631,0.0978729739126163,0.8443171046712434,0.06214776825542262,0.7698820670098098,0.165714171223082,0.8329203323452093,0.08894105657169978,0.7458660757419969,0.21300405348342236,0.6041874988744871,0.15355949356304793,0.36967681287443727,0.11546097615827691,0.11482171946485596,0.04175402285361576,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.2,0.900390166930587,0.06604788936904468,0.8749871135180876,0.1259325641211235,0.8749871135180876,0.1259325641211235,0.8049638983461572,0.09059254949832446,0.864587305361863,0.05512234146782204,0.8040906934876975,0.14014136372960323,0.8594960416984065,0.08144125554325739,0.7821922628589117,0.18923808003372378,0.6576804830079648,0.13620359235493762,0.33476172384062475,0.10709132533375626,0.10186403576352296,0.03786939357956098,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,0.5,0.9558563699984063,0.02978554717728474,0.9404545583912655,0.06420263197483818,0.9404545583912655,0.06420263197483818,0.8855547136514301,0.05402436250912447,0.919874453422755,0.03563841214458812,0.8903768748500063,0.06922741443113394,0.9181451560948459,0.0468183181424767,0.8723711388285733,0.11047303211638182,0.8033235177482816,0.07821588188171467,0.23856891391553617,0.0809473704212078,0.06736179691851307,0.02650568737187733,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,contamination,1.0,0.9999921609589194,2.0981819137444867e-05,0.999969773782428,0.00010408608045732377,0.999969773782428,0.00010408608045732377,0.9983774582547834,0.003481998040025852,0.9991797823469514,0.001687077338013126,0.9985810789405302,0.0029450988311539787,0.9990830278362192,0.0025066564919383077,0.998093201220618,0.004944504583537287,0.997633837182743,0.004681425910577701,0.0955313539954348,0.034871416919848255,0.0160626193803163,0.006483598001245183,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.0,0.8370417268860588,0.10429730449822755,0.8008918413010848,0.1776377174608981,0.8008918413010848,0.1776377174608981,0.7254244949917806,0.11817703926723033,0.8028704198215562,0.09817507863862679,0.686687782250381,0.23939177531853878,0.8053067597469108,0.12703630615402559,0.6625129768778387,0.2864921639164014,0.5084419109429172,0.1987697471398027,0.426488252665134,0.14751320200077866,0.13724757621478628,0.05649521515076198,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.01,0.8364759472823606,0.1012190403803478,0.7997404992446547,0.17517879235927694,0.7997404992446547,0.17517879235927694,0.7228788212922675,0.11921223040596726,0.8008757017534023,0.10027954673598886,0.6817339582537658,0.2438093018501994,0.8024862784325566,0.1158822009708599,0.6579669934180615,0.29126095568122595,0.5033459908395347,0.20001316567993754,0.42817256445369695,0.14647908688748107,0.13780035313217565,0.056139609997189865,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.02,0.8356838065784623,0.10360415338812774,0.7996660931144645,0.1757840000056269,0.7996660931144645,0.1757840000056269,0.723475476359826,0.11808443593916235,0.8017866856545602,0.09831462515012498,0.6843432823890314,0.23983016834764656,0.8110638346103598,0.11705066651526506,0.6602102650673952,0.2880860613345509,0.5057611953571344,0.19487597566289777,0.42836270841757323,0.1459828324216499,0.13792808868102946,0.05599707987695328,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.05,0.8329520534429304,0.10152745118817037,0.7967001742359683,0.1764719423861604,0.7967001742359683,0.1764719423861604,0.7219461092996076,0.11651299478132003,0.8011519958996096,0.0967444941711023,0.6848953919347345,0.23301629434978988,0.8096568392912136,0.11138023670374478,0.6577944402372861,0.2839190602965145,0.5031834544028874,0.1914586845123043,0.4321434094776143,0.14314629898377093,0.13923918359731802,0.055234795292994424,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.1,0.8289235991249155,0.1044443523167066,0.7884704210872139,0.1816958760130507,0.7884704210872139,0.1816958760130507,0.7167866145657068,0.11804538711935952,0.7970503197828533,0.09917647951461267,0.6729386864105178,0.24769518420846487,0.7995066900539798,0.1212246135953104,0.6487208853706422,0.29502884265852775,0.4922893079580537,0.19864613845871804,0.4395616855503865,0.14332520024491988,0.14178748418714915,0.05525368755773944,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.2,0.8174777607252702,0.10323566422527013,0.7785525535547508,0.18355835176393445,0.7785525535547508,0.18355835176393445,0.7010814255499535,0.11809870109677065,0.7860275059049755,0.10010537842551871,0.6543823774859715,0.25932233633032553,0.7744202656134486,0.15385553408669994,0.6340774753757662,0.30117000298920393,0.45867681445050157,0.20396554260921798,0.4558428972324957,0.13666784603819235,0.14783665082107186,0.05380887034198314,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,0.5,0.7525363717496671,0.09999221280421645,0.7071084191452657,0.19356142801393939,0.7071084191452657,0.19356142801393939,0.6496957970469267,0.10240587917515163,0.7459032775364071,0.09448795915379642,0.5913527881564136,0.2666698148877199,0.7000831835810141,0.1874009195050678,0.575047450183497,0.3093822128978587,0.34612664815632305,0.17806068046947407,0.5223960037725804,0.12225653020950553,0.17355689795012047,0.0489480848930807,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,rf,random_label_noise,1.0,0.4979612797906473,0.05897751461783521,0.47218885724833765,0.2002163732914732,0.47218885724833765,0.2002163732914732,0.5013081027931946,0.025994155889377462,0.6119586678190696,0.1339228392591077,0.3945508076470479,0.2802794243481096,0.44415180448505304,0.22907334425816397,0.3966711764019556,0.3283679522089383,0.0028645966729534734,0.07511430284492426,0.6914839734664766,0.14856448975184766,0.2418012057047104,0.06433056711296199,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.0,0.7969511935628133,0.11018984215735295,0.7520585397322435,0.19717787047352922,0.7520585397322435,0.19717787047352922,0.720599820613643,0.10355628963594946,0.7778605300802022,0.10274291476369365,0.7030573426613603,0.18075050208936516,0.7113928265029713,0.16135029488894098,0.7028747756731858,0.202711743968094,0.46100615874359585,0.20481695286867346,1.218949842735169,0.5365502747668239,0.19452431570408577,0.08887637179355797,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.01,0.7976158487930153,0.10861784450525895,0.7528647212471253,0.19406803840164258,0.7528647212471253,0.19406803840164258,0.7211624089671369,0.10327758135831741,0.7783592168029714,0.10341548437469286,0.7045776635351034,0.17862731763847833,0.7139555239586475,0.16110002249857075,0.7036718902563364,0.19959489845205644,0.4626412045370511,0.20430772569590472,1.216571925407516,0.5453134581817969,0.19466212288451584,0.08969394241134757,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.02,0.7958728678556171,0.11000522733325356,0.7513900446156295,0.1961000846043594,0.7513900446156295,0.1961000846043594,0.7204126832181152,0.10493181183607371,0.7780634405236908,0.10318125012329746,0.702771914117783,0.1822948016569837,0.7127055203762344,0.16461162329920917,0.7012793195977003,0.2031140204675434,0.46075483475164825,0.20822504258040916,1.2297305508441232,0.5565073591553898,0.19506875760364617,0.08938119031213425,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.05,0.7958148096119879,0.10945944425615779,0.7504805631466448,0.1968225609401675,0.7504805631466448,0.1968225609401675,0.7229490275532235,0.10157463601540191,0.778763633425957,0.10204767983002999,0.7067329112509156,0.17563783680854064,0.7142850543179426,0.16162741977419987,0.7069995389417504,0.19383016350607532,0.4643963862498348,0.20106049250118138,1.2185362619273812,0.5345373176252115,0.19442628880212443,0.08878076570974432,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.1,0.7937002412332687,0.1082765937136089,0.7475039671577709,0.19937215735736047,0.7475039671577709,0.19937215735736047,0.7195704039888471,0.09968692684153514,0.7762094214840055,0.10046404125236565,0.7047066815704996,0.17316484325141795,0.7108260983728243,0.16062697099794165,0.7054848226667366,0.1912400761084028,0.4577176923701458,0.19711733192494632,1.2398477171833708,0.5621688699142318,0.1968459677193122,0.08871458562506422,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.2,0.7912002490577118,0.10902307778810533,0.7450281328287328,0.19716999445399883,0.7450281328287328,0.19716999445399883,0.7200905481530959,0.10081205249174476,0.776851688802961,0.09987326658054066,0.7043563005235556,0.17424506710599147,0.7119852993323248,0.16021011411490285,0.70343525894671,0.19352407931390062,0.4587717068568119,0.20025311614169758,1.2402982633515123,0.5277599573605296,0.1970776081483467,0.08760072194465073,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,0.5,0.7797424615844192,0.11174594098769064,0.7325231018117252,0.1991386955726239,0.7325231018117252,0.1991386955726239,0.7141111364646191,0.10299690251425729,0.7679348846393548,0.10036578928175799,0.6933907524334395,0.18186476701173296,0.7010466724109443,0.17365290419168308,0.6930535056734131,0.19559258769377028,0.43994714375163263,0.2047403651864946,1.2995089896023342,0.5691838807287537,0.20439701520767772,0.08923141347587775,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,cliffs,1.0,0.7655358869514157,0.11473652693506924,0.7225839836876337,0.20009580498437649,0.7225839836876337,0.20009580498437649,0.7040552040060563,0.10141210962176085,0.7560979979176533,0.1010229291949776,0.6833254562802726,0.1788518818476494,0.6878595049414116,0.1779894019680042,0.6842188256312363,0.18668441421148355,0.41654679401335837,0.2037788796041157,1.3525300782769147,0.5850712083158028,0.2151976615933999,0.09013035233651322,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.0,0.7969511935628133,0.11018984215735295,0.7520585397322435,0.19717787047352922,0.7520585397322435,0.19717787047352922,0.720599820613643,0.10355628963594946,0.7778605300802022,0.10274291476369365,0.7030573426613603,0.18075050208936516,0.7113928265029713,0.16135029488894098,0.7028747756731858,0.202711743968094,0.46100615874359585,0.20481695286867346,1.218949842735169,0.5365502747668239,0.19452431570408577,0.08887637179355797,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.01,0.7899436259109945,0.11104618414438147,0.7437446247465656,0.19469941941965793,0.7437446247465656,0.19469941941965793,0.7180329392029106,0.09917983198086248,0.7750658002747735,0.10133977730625514,0.702531269414267,0.17441134476347653,0.7104648500484704,0.15976953553484866,0.7038247304403445,0.19629254103310842,0.45695818541195077,0.19677414120644854,1.0974322714013305,0.5025578111446645,0.19456631218220255,0.08833896364438072,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.02,0.7851711441838658,0.1128208043507809,0.7382977916265396,0.19573282545780463,0.7382977916265396,0.19573282545780463,0.7126212863810956,0.10121558832798964,0.7712738140733117,0.10379813889517853,0.6974579655329052,0.17829761570135313,0.7046830239190354,0.16246947953125324,0.6990219278408221,0.199807448769891,0.4467204393117427,0.1989135742752869,1.0354546122284685,0.4661282158235772,0.19441102069499133,0.08915149675583794,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.05,0.7784464165710818,0.11116705858714644,0.7319105700077804,0.1966693596687503,0.7319105700077804,0.1966693596687503,0.7115297976055487,0.10158599524045128,0.7683362817972567,0.1019911700634693,0.6949893107230215,0.1779201414374601,0.700281984037277,0.16442455210674056,0.6967382244736263,0.19667386940227444,0.4392393837679228,0.20042292215812738,0.9258852909198022,0.40470781703306047,0.19233100985111576,0.0837838205601475,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.1,0.7700649131675357,0.1119382249166924,0.7220703497990522,0.19597122018603705,0.7220703497990522,0.19597122018603705,0.7064739943198182,0.0978505774661707,0.7616870055815056,0.10020273131696565,0.6863612788830703,0.18218144515717216,0.6865562853106534,0.18056946048811293,0.6915087692898987,0.19205353596272431,0.42522042125086207,0.19773508397812714,0.8391742751849633,0.35590276310049634,0.19237143667551176,0.0804509156989381,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.2,0.7523434747360183,0.10666053624890355,0.7086989118012116,0.18800997796192467,0.7086989118012116,0.18800997796192467,0.6958220295589446,0.09183250943573552,0.7476449633083827,0.09970587338395166,0.6750381354825862,0.17453686763035803,0.6723852014866242,0.1755087919607974,0.6833812161058512,0.18040853127979992,0.4000752729279646,0.1868001921848856,0.7512515479512193,0.265804045675769,0.19443670432053706,0.0724168396553858,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,0.5,0.69707707022466,0.08818448292831485,0.6483597254256054,0.18181452249896557,0.6483597254256054,0.18181452249896557,0.6484880110706458,0.0713156683547386,0.6949808887306121,0.08331920217871687,0.6109095468195683,0.1798103498271117,0.6158583387032122,0.19262174333728735,0.61882907290247,0.17132506843687406,0.29364218971238437,0.14625124766156075,0.6966770238925866,0.16158800426668396,0.21245865641461423,0.04818872058003031,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,conflicts,1.0,0.504004146526747,0.03856466553924341,0.4710624711631261,0.1889724283112545,0.4710624711631261,0.1889724283112545,0.5024851917843265,0.023130068219951578,0.5162372174397939,0.13637546264311853,0.35284639584301875,0.29929620719992467,0.389225681806565,0.2734793075618578,0.49185672052663515,0.4278304119916817,0.0068952510594516995,0.06921383871077345,0.6931291460586778,0.004098204861078878,0.24999000455087633,0.002040569313302762,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,contamination,0.0,0.7969511935628133,0.11018984215735295,0.7520585397322435,0.19717787047352922,0.7520585397322435,0.19717787047352922,0.720599820613643,0.10355628963594946,0.7778605300802022,0.10274291476369365,0.7030573426613603,0.18075050208936516,0.7113928265029713,0.16135029488894098,0.7028747756731858,0.202711743968094,0.46100615874359585,0.20481695286867346,1.218949842735169,0.5365502747668239,0.19452431570408577,0.08887637179355797,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,contamination,0.01,0.8081905595501486,0.09524049943374488,0.7628055273088583,0.18563761989826247,0.7628055273088583,0.18563761989826247,0.7326215875160464,0.09375204571792506,0.7882508651026883,0.09006911942487794,0.7173679454664906,0.1690884005216463,0.7247234305896515,0.15096633646505472,0.71739808347372,0.18967425545649283,0.48467945229575415,0.1835320449833083,1.1709989703585497,0.4886929401718786,0.18590296787511398,0.07873774585845925,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
classification,torch_mlp,contamination,0.02,0.8119992194026812,0.09102367936818637,0.767427119620773,0.18043342929057923,0.767427119620773,0.18043342929057923,0.7340387007701823,0.09091287174603684,0.7907156800363389,0.08678386787556748,0.7191101465252936,0.1651596175862626,0.7306606265872252,0.1419412697549195,0.7169983410916084,0.19043033690682065,0.4895904746300552,0.17581527910870592,1.1538614717888536,0.45235455206384934,0.18333458982268566,0.0743177778823865,1777.4074074074074,1981.411433661481,0.46397349920685854,0.1868949880801639,,,,,,,,,,,,,,,,,,,,,1777.4074074074074,1981.411433661481
