family,dataset,task_type,model,scenario,fraction,seed,n_train_original,n_train_noisy,n_test,n_conflicts_added,roc_auc,pr_auc,average_precision,balanced_accuracy,accuracy,f1,precision,recall,mcc,log_loss,brier_score,n_eval_rows,positive_rate,mse,rmse,mae,median_ae,r2,explained_variance,pearson,spearman,kendall_tau,max_error,error,n_cliffs_modified,n_cliff_candidates,n_contamination_added,n_random_labels_modified
tdc,BBB_Martins,classification,rf,conflicts,0.0,0,1601,1601,405,0.0,0.8684176686169871,0.9419273633573915,0.9419273633573915,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38177929171469216,0.11433524628323233,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.0,0,1601,1601,405,0.0,0.8840738121262779,0.9511691716471768,0.9511691716471768,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5734387512426975,0.1234637151363914,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.0,0,1601,1601,405,0.0,0.8477946376904778,0.9353779181317928,0.9353779181317928,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.9543091153376987,0.14412614787210137,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.01,0,1601,1618,405,17.0,0.8656850768340514,0.9368137235738524,0.9368137235738524,0.7407252620073298,0.8518518518518519,0.906832298136646,0.8538011695906432,0.9668874172185431,0.5784827589532634,0.38198214041673845,0.11431701964973943,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.01,0,1601,1618,405,17.0,0.8760046293319617,0.9449874532557538,0.9449874532557538,0.7632289590432714,0.8567901234567902,0.9085173501577287,0.8674698795180723,0.9536423841059603,0.5964242236345646,0.5293847460777665,0.12265516631672367,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.01,0,1601,1618,405,17.0,0.8248890889217515,0.9202256886609924,0.9202256886609924,0.7016652735806597,0.8222222222222222,0.8881987577639752,0.8362573099415205,0.9470198675496688,0.48461836897887567,0.9028169096926446,0.15254851315940215,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.02,0,1601,1634,405,33.0,0.8612164855654858,0.9384354169098905,0.9384354169098905,0.7422683726612229,0.8493827160493828,0.9048361934477379,0.855457227138643,0.9602649006622517,0.571316786504384,0.3836192810363826,0.11644342175840408,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.02,0,1601,1634,405,33.0,0.8802481836301678,0.950734595256161,0.950734595256161,0.7583745901112325,0.854320987654321,0.9070866141732283,0.8648648648648649,0.9536423841059603,0.5885908618528262,0.5078900906062623,0.1252809866065379,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.02,0,1601,1634,405,33.0,0.8351604192117277,0.9267213828054682,0.9267213828054682,0.7323345978267859,0.8345679012345679,0.8944881889763779,0.8528528528528528,0.9403973509933775,0.5292703942528773,0.8236507956536644,0.14449076392615698,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.05,0,1601,1682,405,81.0,0.8609753745258149,0.9325632745387822,0.9325632745387822,0.7487783707323346,0.854320987654321,0.9079563182527302,0.8584070796460177,0.9635761589403974,0.5866686507914246,0.3811462672978177,0.11502671964353985,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.05,0,1601,1682,405,81.0,0.877965665787951,0.9480286511126437,0.9480286511126437,0.7680833279753102,0.8592592592592593,0.909952606635071,0.8700906344410876,0.9536423841059603,0.6042157321128396,0.40970180780630777,0.11547744055241992,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.05,0,1601,1682,405,81.0,0.81884523886067,0.9177187949225978,0.9177187949225978,0.7338777084806789,0.8320987654320988,0.8924050632911392,0.8545454545454545,0.9337748344370861,0.5243886798425192,0.7876457107809632,0.15109502362658198,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.1,0,1601,1762,405,161.0,0.8610718189416834,0.9381839400266729,0.9381839400266729,0.7293608950041792,0.8444444444444444,0.9023255813953488,0.8483965014577259,0.9635761589403974,0.554789904154515,0.3829513041726814,0.11757976410035952,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.1,0,1601,1762,405,161.0,0.8731755931331576,0.947398371778852,0.947398371778852,0.755400887288626,0.8641975308641975,0.9147286821705426,0.8600583090379009,0.9768211920529801,0.6177767739232665,0.38345476765520076,0.11249413618282493,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.1,0,1601,1762,405,161.0,0.7940911721211341,0.8893557994849884,0.8893557994849884,0.6917314987462226,0.8074074074074075,0.877742946708464,0.8333333333333334,0.9271523178807947,0.44417218901287586,0.7810135181891745,0.15568940325405922,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.2,0,1601,1922,405,321.0,0.8251944962386677,0.9178544891525728,0.9178544891525728,0.7374140037291841,0.8469135802469135,0.9034267912772586,0.8529411764705882,0.9602649006622517,0.5633292146512929,0.4119239967958632,0.12612477216238138,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.2,0,1601,1922,405,321.0,0.8332797531022955,0.9233883877629865,0.9233883877629865,0.747010223108082,0.8469135802469135,0.9025157232704403,0.8592814371257484,0.9503311258278145,0.5658021581682923,0.4003586880574719,0.12264398121195233,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.2,0,1601,1922,405,321.0,0.770526586510641,0.8941584536751362,0.8941584536751362,0.6980164598469749,0.8024691358024691,0.873015873015873,0.8384146341463414,0.9105960264900662,0.43951235403417316,0.6959156438344424,0.16365471876029555,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,0.5,0,1601,2402,405,801.0,0.8110975374525815,0.9091960386061021,0.9091960386061021,0.7241689706166012,0.8271604938271605,0.889589905362776,0.8493975903614458,0.9337748344370861,0.5079220947000268,0.4986886862818761,0.16000282427033,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,0.5,0,1601,2402,405,801.0,0.7896868771298142,0.9103962222852479,0.9103962222852479,0.6718639490773484,0.7777777777777778,0.8562300319488818,0.8271604938271605,0.8874172185430463,0.3742155686777374,0.49125700461158794,0.15923444181962604,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,0.5,0,1601,2402,405,801.0,0.7006686812833538,0.8410772822438566,0.8410772822438566,0.6405195139201441,0.7358024691358025,0.8248772504091653,0.8155339805825242,0.8344370860927153,0.2877887826285387,0.6388674276545635,0.1844481277949113,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,conflicts,1.0,0,1601,3202,405,1601.0,0.49321674275059474,0.755709832615525,0.755709832615525,0.5023146659808397,0.4962962962962963,0.592,0.7474747474747475,0.4900662251655629,0.00403294816775208,0.6942660689653494,0.25055842026774766,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,lgbm,conflicts,1.0,0,1601,3202,405,1601.0,0.5,0.745679012345679,0.745679012345679,0.5,0.745679012345679,0.8543140028288543,0.745679012345679,1.0,0.0,0.6931471805599452,0.25,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,torch_mlp,conflicts,1.0,0,1601,3202,405,1601.0,0.4905966694528387,0.7424787646159423,0.7424787646159423,0.5061724426155726,0.7358024691358025,0.8460431654676259,0.7480916030534351,0.9735099337748344,0.031704597374007895,0.6921035503739198,0.2494781884537565,405.0,0.745679012345679,,,,,,,,,,,,,,,
tdc,BBB_Martins,classification,rf,cliffs,0.0,0,1601,1601,405,,0.8684176686169871,0.9419273633573915,0.9419273633573915,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38177929171469216,0.11433524628323233,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.0,0,1601,1601,405,,0.8840738121262779,0.9511691716471768,0.9511691716471768,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5734387512426975,0.1234637151363914,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.0,0,1601,1601,405,,0.8477946376904778,0.9353779181317928,0.9353779181317928,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.9543091153376987,0.14412614787210137,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.01,0,1601,1601,405,,0.8684176686169871,0.9419273633573915,0.9419273633573915,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38177929171469216,0.11433524628323233,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.01,0,1601,1601,405,,0.8840738121262779,0.9511691716471768,0.9511691716471768,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5734387512426975,0.1234637151363914,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.01,0,1601,1601,405,,0.8477946376904778,0.9353779181317928,0.9353779181317928,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.9543091153376987,0.14412614787210137,405.0,0.745679012345679,,,,,,,,,,,,0.0,0.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.02,0,1601,1601,405,,0.8602841895454253,0.9368433860124324,0.9368433860124324,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.3875480512625267,0.11642102628507534,405.0,0.745679012345679,,,,,,,,,,,,2.0,2.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.02,0,1601,1601,405,,0.8808589982640004,0.9512261450075452,0.9512261450075452,0.7665402173214171,0.8617283950617284,0.9119496855345912,0.8682634730538922,0.9602649006622517,0.6105376056970536,0.580995214977586,0.12601723067258933,405.0,0.745679012345679,,,,,,,,,,,,2.0,2.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.02,0,1601,1601,405,,0.8448852311451168,0.9341285038929924,0.9341285038929924,0.7195396386549219,0.8345679012345679,0.895800933125972,0.844574780058651,0.9536423841059603,0.5242010035766285,0.9511293412138968,0.14649632139846883,405.0,0.745679012345679,,,,,,,,,,,,2.0,2.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.05,0,1601,1601,405,,0.8686266315180351,0.9415867942880223,0.9415867942880223,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38117428533696934,0.11544717729203038,405.0,0.745679012345679,,,,,,,,,,,,6.0,7.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.05,0,1601,1601,405,,0.8869028483250819,0.9538015296255452,0.9538015296255452,0.763341477528451,0.8617283950617284,0.9122257053291536,0.8660714285714286,0.9635761589403974,0.6100664799294052,0.5378876267838202,0.12402711902998617,405.0,0.745679012345679,,,,,,,,,,,,6.0,7.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.05,0,1601,1601,405,,0.856072783385842,0.9417656182137597,0.9417656182137597,0.7389571143830772,0.8444444444444444,0.9014084507042254,0.8545994065281899,0.9536423841059603,0.5568043735033783,0.9363851118890445,0.13855292172503875,405.0,0.745679012345679,,,,,,,,,,,,6.0,7.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.1,0,1601,1601,405,,0.863675818170128,0.9361161075569189,0.9361161075569189,0.7422683726612229,0.8493827160493828,0.9048361934477379,0.855457227138643,0.9602649006622517,0.571316786504384,0.3807290586002124,0.11355901536740003,405.0,0.745679012345679,,,,,,,,,,,,12.0,14.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.1,0,1601,1601,405,,0.869575001607407,0.9436639959548991,0.9436639959548991,0.7697389571143831,0.8617283950617284,0.9116719242902208,0.8704819277108434,0.956953642384106,0.6111745784569876,0.5455941718383421,0.12279395047603858,405.0,0.745679012345679,,,,,,,,,,,,12.0,14.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.1,0,1601,1601,405,,0.8441297498874814,0.924432267328091,0.924432267328091,0.7258245997556741,0.8296296296296296,0.8913385826771654,0.8498498498498499,0.9370860927152318,0.51444027735289,0.9500059033938187,0.14658978940716175,405.0,0.745679012345679,,,,,,,,,,,,12.0,14.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.2,0,1601,1601,405,,0.865926187873722,0.9416696409098732,0.9416696409098732,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.377764173088738,0.11472476651246247,405.0,0.745679012345679,,,,,,,,,,,,14.0,18.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.2,0,1601,1601,405,,0.8741721854304636,0.9479251386228917,0.9479251386228917,0.7615733299041985,0.854320987654321,0.9067930489731437,0.8670694864048338,0.9503311258278145,0.5895432670987073,0.5521623043422591,0.12484308647421363,405.0,0.745679012345679,,,,,,,,,,,,14.0,18.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.2,0,1601,1601,405,,0.8412846396193661,0.9259103350319989,0.9259103350319989,0.7356458561049315,0.8395061728395061,0.8979591836734694,0.8537313432835821,0.9470198675496688,0.5428007798535875,0.9896761485113093,0.14589544279768835,405.0,0.745679012345679,,,,,,,,,,,,14.0,18.0,,
tdc,BBB_Martins,classification,rf,cliffs,0.5,0,1601,1601,405,,0.8627595962193788,0.9392248919369692,0.9392248919369692,0.7471227415932618,0.8518518518518519,0.90625,0.8579881656804734,0.9602649006622517,0.5792539999317063,0.380704850418932,0.11645339927742475,405.0,0.745679012345679,,,,,,,,,,,,47.0,58.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,0.5,0,1601,1601,405,,0.8722432971130971,0.9425793576298019,0.9425793576298019,0.7568314794573394,0.8567901234567902,0.9090909090909091,0.8630952380952381,0.9602649006622517,0.5949851807551753,0.47575909677057715,0.12025603389393769,405.0,0.745679012345679,,,,,,,,,,,,47.0,58.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,0.5,0,1601,1601,405,,0.804346428341799,0.9000121180066503,0.9000121180066503,0.7290233395486401,0.8296296296296296,0.8909952606635071,0.851963746223565,0.9337748344370861,0.5161809420280453,1.0615253735364998,0.15254834310380896,405.0,0.745679012345679,,,,,,,,,,,,47.0,58.0,,
tdc,BBB_Martins,classification,rf,cliffs,1.0,0,1601,1601,405,,0.8453513791551468,0.9260959623176563,0.9260959623176563,0.7274802288947471,0.8320987654320988,0.8930817610062893,0.8502994011976048,0.9403973509933775,0.5210667106395309,0.4008020907706475,0.1226759814785438,405.0,0.745679012345679,,,,,,,,,,,,102.0,121.0,,
tdc,BBB_Martins,classification,lgbm,cliffs,1.0,0,1601,1601,405,,0.8285218285861248,0.9190118646459629,0.9190118646459629,0.7387320774127177,0.8345679012345679,0.8938193343898574,0.8571428571428571,0.9337748344370861,0.5325472073480492,0.5026580553296444,0.13345145801925942,405.0,0.745679012345679,,,,,,,,,,,,102.0,121.0,,
tdc,BBB_Martins,classification,torch_mlp,cliffs,1.0,0,1601,1601,405,,0.7668456246383335,0.8760996339578297,0.8760996339578297,0.7269176364688484,0.8074074074074075,0.8733766233766234,0.856687898089172,0.890728476821192,0.4735161661461911,1.2206417137233443,0.17479904494004003,405.0,0.745679012345679,,,,,,,,,,,,102.0,121.0,,
tdc,BBB_Martins,classification,rf,contamination,0.0,0,1601,1601,405,,0.8684176686169871,0.9419273633573915,0.9419273633573915,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38177929171469216,0.11433524628323233,405.0,0.745679012345679,,,,,,,,,,,,,,0.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.0,0,1601,1601,405,,0.8840738121262779,0.9511691716471768,0.9511691716471768,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5734387512426975,0.1234637151363914,405.0,0.745679012345679,,,,,,,,,,,,,,0.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.0,0,1601,1601,405,,0.8477946376904778,0.9353779181317928,0.9353779181317928,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.9543091153376987,0.14412614787210137,405.0,0.745679012345679,,,,,,,,,,,,,,0.0,
tdc,BBB_Martins,classification,rf,contamination,0.01,0,1601,1606,405,,0.872902333954864,0.9445399246409022,0.9445399246409022,0.7407252620073298,0.8518518518518519,0.906832298136646,0.8538011695906432,0.9668874172185431,0.5784827589532634,0.37691871879667316,0.11318372250170332,405.0,0.745679012345679,,,,,,,,,,,,,,5.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.01,0,1601,1606,405,,0.8743007779849545,0.9453457991149449,0.9453457991149449,0.7666527358065968,0.8666666666666667,0.915625,0.8668639053254438,0.9701986754966887,0.6250321715147051,0.5955930711120586,0.12249675292894388,405.0,0.745679012345679,,,,,,,,,,,,,,5.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.01,0,1601,1606,405,,0.8431974538674211,0.930250582840962,0.930250582840962,0.717884009515849,0.8320987654320988,0.8940809968847352,0.8441176470588235,0.9503311258278145,0.5169889982801812,0.9554735442360366,0.14577928031655918,405.0,0.745679012345679,,,,,,,,,,,,,,5.0,
tdc,BBB_Martins,classification,rf,contamination,0.02,0,1601,1610,405,,0.8689802610428856,0.942823203993433,0.942823203993433,0.7374140037291841,0.8469135802469135,0.9034267912772586,0.8529411764705882,0.9602649006622517,0.5633292146512929,0.38056744169082896,0.11523062790209551,405.0,0.745679012345679,,,,,,,,,,,,,,9.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.02,0,1601,1610,405,,0.8818555905613066,0.9497842098663755,0.9497842098663755,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5781290765060251,0.12424907033299784,405.0,0.745679012345679,,,,,,,,,,,,,,9.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.02,0,1601,1610,405,,0.8431492316594869,0.9288545429879485,0.9288545429879485,0.7112614929595577,0.8222222222222222,0.8871473354231975,0.8422619047619048,0.9370860927152318,0.48941608653556573,0.9769761268040434,0.15453467414512026,405.0,0.745679012345679,,,,,,,,,,,,,,9.0,
tdc,BBB_Martins,classification,rf,contamination,0.05,0,1601,1622,405,,0.8801838873529223,0.9462454688719909,0.9462454688719909,0.7536327396643734,0.8567901234567902,0.909375,0.8609467455621301,0.9635761589403974,0.5945133904593726,0.3643521360759273,0.10917863590378608,405.0,0.745679012345679,,,,,,,,,,,,,,21.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.05,0,1601,1622,405,,0.8971581045457467,0.9564564786909873,0.9564564786909873,0.7681958464604899,0.8641975308641975,0.9136577708006279,0.8686567164179104,0.9635761589403974,0.6177783773435953,0.5319600149130972,0.11783836616610034,405.0,0.745679012345679,,,,,,,,,,,,,,21.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.05,0,1601,1622,405,,0.865170706616087,0.9434459929222759,0.9434459929222759,0.7339902269658587,0.837037037037037,0.8962264150943396,0.8532934131736527,0.9437086092715232,0.5359785264824514,0.8553907945711853,0.14034409262000563,405.0,0.745679012345679,,,,,,,,,,,,,,21.0,
tdc,BBB_Martins,classification,rf,contamination,0.1,0,1601,1642,405,,0.8929627724554748,0.952830818542867,0.952830818542867,0.7811033241175336,0.8691358024691358,0.9162717219589257,0.8761329305135952,0.9602649006622517,0.6335606621411045,0.3429639689887409,0.10219114571746213,405.0,0.745679012345679,,,,,,,,,,,,,,41.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.1,0,1601,1642,405,,0.9027518806661095,0.9577848048271255,0.9577848048271255,0.7858451745643926,0.8666666666666667,0.9140127388535032,0.8803680981595092,0.9503311258278145,0.628290653226008,0.5060405136894118,0.11272328474470808,405.0,0.745679012345679,,,,,,,,,,,,,,41.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.1,0,1601,1642,405,,0.8771298141837587,0.9502190718591343,0.9502190718591343,0.7712820677682761,0.8592592592592593,0.9096671949286846,0.8723404255319149,0.9503311258278145,0.6051575019130775,0.834088055290906,0.1333318304455702,405.0,0.745679012345679,,,,,,,,,,,,,,41.0,
tdc,BBB_Martins,classification,rf,contamination,0.2,0,1601,1682,405,,0.8972063267536811,0.9553941774883266,0.9553941774883266,0.7812158426027133,0.8740740740740741,0.9199372056514914,0.8746268656716418,0.9701986754966887,0.6477694163395985,0.3350755475341672,0.09857063501943332,405.0,0.745679012345679,,,,,,,,,,,,,,81.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.2,0,1601,1682,405,,0.9095029897768919,0.9632499731055492,0.9632499731055492,0.7989776891917959,0.8814814814814815,0.9240506329113924,0.8848484848484849,0.9668874172185431,0.6703525391801277,0.47390683685758045,0.10352365860248282,405.0,0.745679012345679,,,,,,,,,,,,,,81.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.2,0,1601,1682,405,,0.885906256027776,0.9509289774800231,0.9509289774800231,0.7859576930495724,0.8716049382716049,0.9177215189873418,0.8787878787878788,0.9602649006622517,0.641159767312606,0.7610775953943827,0.1186486300298238,405.0,0.745679012345679,,,,,,,,,,,,,,81.0,
tdc,BBB_Martins,classification,rf,contamination,0.5,0,1601,1804,405,,0.9465858676782614,0.9765472644139863,0.9765472644139863,0.8509451552755096,0.9160493827160494,0.945859872611465,0.911042944785276,0.9834437086092715,0.7713810848497684,0.24903485081726254,0.06817623279902317,405.0,0.745679012345679,,,,,,,,,,,,,,203.0,
tdc,BBB_Martins,classification,lgbm,contamination,0.5,0,1601,1804,405,,0.9581431235131486,0.984251551801868,0.984251551801868,0.8541438950684755,0.9160493827160494,0.9456869009584664,0.9135802469135802,0.9801324503311258,0.7711108687904893,0.27595729543892283,0.066646515833058,405.0,0.745679012345679,,,,,,,,,,,,,,203.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,0.5,0,1601,1804,405,,0.911126470777342,0.9449747519890458,0.9449747519890458,0.8620844853083007,0.9135802469135802,0.9434571890145396,0.9211356466876972,0.9668874172185431,0.7646998918405362,0.579229050064221,0.0823496488764931,405.0,0.745679012345679,,,,,,,,,,,,,,203.0,
tdc,BBB_Martins,classification,rf,contamination,1.0,0,1601,2006,405,,0.9999357037227544,0.9999781073234731,0.9999781073234731,0.9854368932038835,0.9925925925925926,0.9950576606260296,0.9901639344262295,1.0,0.9804714213993213,0.09322506374001593,0.018376613317930772,405.0,0.745679012345679,,,,,,,,,,,,,,405.0,
tdc,BBB_Martins,classification,lgbm,contamination,1.0,0,1601,2006,405,,0.9999678518613773,0.9999890717548576,0.9999890717548576,0.9902912621359223,0.9950617283950617,0.9966996699669967,0.993421052631579,1.0,0.9869809134194373,0.027644440086845332,0.004920275462042178,405.0,0.745679012345679,,,,,,,,,,,,,,405.0,
tdc,BBB_Martins,classification,torch_mlp,contamination,1.0,0,1601,2006,405,,0.9997428148910178,0.9999132892399893,0.9999132892399893,0.9789268951327719,0.9876543209876543,0.9917627677100495,0.9868852459016394,0.9966887417218543,0.9673227152514164,0.013588157310925325,0.0048975466771364485,405.0,0.745679012345679,,,,,,,,,,,,,,405.0,
tdc,BBB_Martins,classification,rf,random_label_noise,0.0,0,1601,1601,405,,0.8684176686169871,0.9419273633573915,0.9419273633573915,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.38177929171469216,0.11433524628323233,405.0,0.745679012345679,,,,,,,,,,,,,,,0.0
tdc,BBB_Martins,classification,lgbm,random_label_noise,0.0,0,1601,1601,405,,0.8840738121262779,0.9511691716471768,0.9511691716471768,0.7584871085964122,0.8592592592592593,0.9107981220657277,0.8635014836795252,0.9635761589403974,0.6023120631177067,0.5734387512426975,0.1234637151363914,405.0,0.745679012345679,,,,,,,,,,,,,,,0.0
tdc,BBB_Martins,classification,torch_mlp,random_label_noise,0.0,0,1601,1601,405,,0.8477946376904778,0.9353779181317928,0.9353779181317928,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.9543091153376987,0.14412614787210137,405.0,0.745679012345679,,,,,,,,,,,,,,,0.0
tdc,BBB_Martins,classification,rf,random_label_noise,0.01,0,1601,1601,405,,0.8744615186780685,0.9456125334445233,0.9456125334445233,0.7390696328682569,0.8493827160493828,0.9051321928460342,0.8533724340175953,0.9635761589403974,0.5708333230484108,0.3758779720208148,0.11432780083929814,405.0,0.745679012345679,,,,,,,,,,,,,,,17.0
tdc,BBB_Martins,classification,lgbm,random_label_noise,0.01,0,1601,1601,405,,0.8812447759274739,0.9512915130349966,0.9512915130349966,0.763341477528451,0.8617283950617284,0.9122257053291536,0.8660714285714286,0.9635761589403974,0.6100664799294052,0.5751984852248667,0.12462701577414073,405.0,0.745679012345679,,,,,,,,,,,,,,,17.0
tdc,BBB_Martins,classification,torch_mlp,random_label_noise,0.01,0,1601,1601,405,,0.8504307850575451,0.9375214935048125,0.9375214935048125,0.7309040056580725,0.8419753086419753,0.9003115264797508,0.85,0.956953642384106,0.5478824758609223,0.952322192471578,0.1474269881146973,405.0,0.745679012345679,,,,,,,,,,,,,,,17.0
tdc,BBB_Martins,classification,rf,random_label_noise,0.02,0,1601,1601,405,,0.8687552240725263,0.937850232849654,0.937850232849654,0.735870893075291,0.8493827160493828,0.9054263565891473,0.8513119533527697,0.9668874172185431,0.5705366215967028,0.3871231957962908,0.11624649340976274,405.0,0.745679012345679,,,,,,,,,,,,,,,33.0
tdc,BBB_Martins,classification,lgbm,random_label_noise,0.02,0,1601,1601,405,,0.8824664051951392,0.9519237551871939,0.9519237551871939,0.7374140037291841,0.8469135802469135,0.9034267912772586,0.8529411764705882,0.9602649006622517,0.5633292146512929,0.5775790805059371,0.1302762837795506,405.0,0.745679012345679,,,,,,,,,,,,,,,33.0
tdc,BBB_Martins,classification,torch_mlp,random_label_noise,0.02,0,1601,1601,405,,0.8462033048286505,0.9280808156384115,0.9280808156384115,0.7292483765189995,0.8395061728395061,0.8985959438377535,0.8495575221238938,0.9536423841059603,0.5406130579303029,1.0084814622012515,0.1478064878864089,405.0,0.745679012345679,,,,,,,,,,,,,,,33.0
tdc,BBB_Martins,classification,rf,random_label_noise,0.05,0,1601,1601,405,,0.855365524336141,0.931439827943498,0.931439827943498,0.7245065260721404,0.8419753086419753,0.9009287925696594,0.8459302325581395,0.9635761589403974,0.546684688684378,0.3934182002125062,0.11954125837205959,405.0,0.745679012345679,,,,,,,,,,,,,,,81.0
