model,n,score,rank
lgbm_basic,405,0.8840738121262779,1.0
lgbm_advanced,405,0.8758760367774706,2.0
ecfp_rf,405,0.8703144087957309,3.0
ecfp_linear,405,0.8514113032855397,4.0
torch_mlp_advanced,405,0.8484376004629332,5.0
torch_mlp_basic,405,0.8350157525879252,6.0
